gene	21373_7_39	21373_7_68	21373_7_72	21373_7_104	21373_7_127	21373_7_141	21373_7_156	21373_7_179	21373_7_206	21373_7_229	21373_7_242	21373_7_260	21373_7_283	21373_7_292	21373_7_298	21373_7_306	21373_7_321	21373_7_329	21373_7_348	21373_7_371
ENSMMUG00000011191	184.01	0	66.01	1.01	25.01	0	89.01	280.01	0	372.01	110.01	0	0	0	227.01	130.01	92.01	148.01	13.01	13.01
ENSMMUG00000029583	0	0	0	0	5.34916	0	0	2.82743	4.5707	7.16291	0	0	0	0	0	0	10.266	0	2.80384	0
ENSMMUG00000030266	0	0	1.01	1.45587	1.01	0	1.09101	0	0	4.84935	0	0	0	0	2.4976	0	0	10.0033	0	0
ENSMMUG00000016826	154.03	87.01	38.01	2.01	1.01	11.0213	35.01	1.01	67.01	69.01	13.01	36.02	53.01	67.02	155.04	98.03	109.85	0	10.01	126.03
ENSMMUG00000003052	0	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021377	51.01	0	5.01	69.01	0	0	1.01	59.01	27.01	0	17.01	15.01	52.01	0	0	13.01	0	0	3.01	0
ENSMMUG00000022542	49.783	0	6.01	2.01	26.01	96.01	58.01	66.1294	0	12.01	4.01	7.01	0	78.7977	43.3131	35.4093	49.01	2.01	5.01	17.01
ENSMMUG00000031913	0	0	0	2.20942	0	0	1.12245	0	0	1.01947	0	0	0	0	0	0	0	1.45506	0	0
ENSMMUG00000009539	36.01	0	0	29.01	0	0	43.01	0	1.01	0	60.01	0	7.01	0	0	2.01	0	0	16.01	0
ENSMMUG00000013159	0	95.01	3.01	0	0	0	30.01	112.185	0	0	43.5465	0	0	0	31.01	56.01	49.01	0	0	54.01
ENSMMUG00000030818	0	0	0	0	0	0	0	0	0	0	0	0	1.34223	1.18276	0	0	0	0	0	0
ENSMMUG00000010709	12.01	0	0	0	0	0	0	0	0	0	0	38.01	0	0	0	0	0	1.01	27.01	0
ENSMMUG00000009317	150.768	1.02487	106.01	463.987	427.01	555.463	152.839	18.01	582.02	122.743	241.01	301.262	1055.47	538.029	395.855	845.422	340.635	444.01	92.01	420.01
ENSMMUG00000007727	31.01	8.01	16.01	27.01	0	7.01	0	0	0	0	0	14.01	42.01	70.01	31.01	8.01	89.01	1.01	14.01	1.01
ENSMMUG00000008407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019390	82.01	41.01	18.01	0	0	131.01	0	0	59.01	0	0	0	0	88.01	0	0	0	0	0	0
ENSMMUG00000029990	3.50806	5.54541	1.05113	7.18264	10.6032	9.2255	1.32352	2.39195	19.0908	5.30149	7.75948	3.41489	22.8341	19.7713	21.6936	31.3973	10.201	28.982	2.2809	17.0725
ENSMMUG00000000401	0	0	1.01	124.01	153.569	147.01	30.01	31.0221	0	0	0	0	279.01	0	55.01	2.01	53.01	0	0	72.01
ENSMMUG00000030357	0	0	0	0	0	0	0	0	0	0	0	0	1.02535	0	0	0	0	0	0	0
ENSMMUG00000016745	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007683	31.01	150.065	33.01	163.176	14.01	176.03	250.019	198.03	227.01	68.01	104.01	103.01	230.01	119.01	210.072	104.01	45.01	329.01	112.02	178.01
ENSMMUG00000009472	4.01	0	0	0	38.01	0	8.01	1.01	0	0	0	3.01	33.01	0	11.01	0	0	0	0	0
ENSMMUG00000008340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.01	0	0	0
ENSMMUG00000020527	0	0	0	0	0	71.01	38.01	39.01	0	0	0	0	0	65.01	0	1.04387	0	0	1.01	8.01
ENSMMUG00000014892	21.01	266.01	26.01	85.01	12.01	206.319	46.01	26.0558	98.01	129.01	33.01	83.01	65.01	23.01	32.01	236.01	127.024	274.027	41.02	47.01
ENSMMUG00000020005	31.01	14.01	0	4.01803	69.079	99.01	0	7.01	1.01694	49.7321	0	1.01	125.02	0	0	70.0199	0	0	0	0
ENSMMUG00000030802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01813
ENSMMUG00000004466	0	19.01	0	1.01	0	54.01	0	1.24604	5.01	0	0	0	0	2.01153	0	1.01	0	0	11.6515	0
ENSMMUG00000000037	1.01401	1.02787	0	49.01	83.01	93.3958	43.2044	3.04094	40.5623	2.01159	26.7624	5.0155	87.7823	150.386	36.01	53.6193	70.8463	0	1.01104	58.848
ENSMMUG00000004829	81.01	54.01	20.01	64.01	50.01	296.01	140.01	114.01	57.01	154.01	44.01	23.01	202.01	147.01	12.01	56.01	60.01	210.01	37.01	102.01
ENSMMUG00000021040	0	0	1.01	0	1.01	1.01	1.01	0	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSMMUG00000030009	0	0	0	5.44435	0	0	0	3.91536	0	7.41145	4.11916	0	0	0	5.59791	21.3179	9.02104	11.0892	3.41235	11.7884
ENSMMUG00000028771	158.964	158.016	61.01	1.82765	11.8793	2.76916	79.014	37.0031	279.016	34.0993	57.1672	233.011	208.434	104.01	260.01	200.955	93.163	341.879	70.9556	4.01
ENSMMUG00000009615	144.01	85.01	36.01	97.01	298.01	218.01	270.184	306.01	147.01	140.481	81.01	117.01	594.126	367.01	169.042	309.137	348.238	388.01	126.01	96.01
ENSMMUG00000005687	35.01	40.01	36.01	0	29.01	0	52.01	0	97.01	0	0	37.01	0	3.01	70.01	0	94.01	0	13.01	0
ENSMMUG00000001858	207.972	47.02	70.5347	228.335	222.262	338.461	256.503	231.938	41.01	222.02	104.02	107.01	175.545	366.411	100.02	166.613	493.294	295.209	76.02	273.497
ENSMMUG00000015264	0	0	0	0	0	0	46.01	0	0	0	0	0	0	0	0	0	0	0	6.01	81.01
ENSMMUG00000005010	250.02	188.02	118.02	213.965	234.02	263.02	354.02	457.152	206.01	115.01	161.02	78.01	543.617	386.784	502.02	397.01	503.241	332.073	328.233	456.02
ENSMMUG00000004196	0	0	0	0	0	0	25.01	0	0	57.3277	0	71.01	0	0	0	0	0	0	0	0
ENSMMUG00000017437	0	0	0	8.01	0	0	39.01	0	0	41.01	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000003432	246.01	87.01	82.01	313.01	265.01	268.01	165.01	201.01	255.01	441.01	171.01	196.01	476.01	756.01	174.087	286.01	416.01	424.01	115.01	191.01
ENSMMUG00000007756	0	8.02884	0	16.01	1.01548	8.37088	3.03171	2.08594	2.33818	105.816	56.0004	42.6679	4.14761	0	1.07335	68.0991	64.3601	87.01	1.01	33.01
ENSMMUG00000003504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018886	0	0	1.01	1.02038	0	8.83622	1.034	2.01337	3.05775	4.51593	1.08401	1.01417	0	0	0	3.7284	5.88596	0	0	1.06444
ENSMMUG00000003437	9.43383	1.82409	5.29742	4.15843	4.75382	8.13736	22.8215	31.0229	13.5244	6.77175	20.4174	2.86476	40.2249	5.67475	11.4369	29.9043	12.1122	28.992	15.1995	5.55403
ENSMMUG00000005597	26.01	4.01	1.01	3.01	6.01	0	8.01214	0	12.01	0	2.01	0	0	0	0	39.01	0	10.01	5.50262	22.01
ENSMMUG00000018843	58.01	33.01	27.01	96.01	24.01	58.01	66.01	14.01	101.01	12.01	16.01	21.01	67.01	97.01	32.01	227.911	141.01	136.01	18.5251	95.2907
ENSMMUG00000017890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.01
ENSMMUG00000004740	63.01	0	26.01	127.01	126.01	99.01	106.01	42.3581	92.01	0	20.01	66.01	164.01	68.01	261.01	346.01	185.01	365.01	2.01	257.01
ENSMMUG00000000612	173.01	351.01	100.01	197.01	192.01	419.45	405.407	261.01	280.01	154.01	114.01	323.575	335.588	245.999	490.01	380.02	499.485	113.01	141.01	350.01
ENSMMUG00000019056	8.01	0	9.01	0	74.02	177.654	82.02	0	59.02	0	0	13.01	15.01	39.01	66.01	78.02	44.0321	169.035	5.01	0
ENSMMUG00000004401	4.01	0	0	1.01	2.10053	0	2.01981	15.3141	15.7014	0	3.01	7.25269	1.05389	0	6.04959	8.96346	1.04325	9.84288	0	0
ENSMMUG00000030852	1.18227	2.03237	1.01	7.18412	0	6.53187	17.7837	6.35346	4.38846	7.73071	1.46676	1.01	15.1958	8.41372	14.1142	7.90031	20.3366	9.0833	10.1385	13.8586
ENSMMUG00000013788	1.01402	1.01164	0	3.02959	3.05494	5.08446	6.7508	1.01539	11.1525	5.07689	0	0	3.09003	5.22448	2.84875	19.3137	3.02259	2.01902	2.01863	3.025
ENSMMUG00000018083	140.01	48.01	12.01	115.087	164.01	61.01	108.01	112.01	271.737	148.01	56.01	116.01	186.009	143.01	193.099	384.244	151.01	187.135	98.01	353.057
ENSMMUG00000000637	1.01	0	0	0	0	0	1.01	0	0	0	0	1.01	2.01	1.01	1.01	2.01	1.01	2.01582	3.01	0
ENSMMUG00000003840	0	0	0	0	0	0	0	27.0119	0	0	0	0	0	12.5086	0	0	0	0	0	0
ENSMMUG00000018468	59.01	41.01	76.02	64.01	115.01	213.02	99.01	103.01	72.01	131.023	34.01	102.01	8.01	153.01	97.01	1.01	49.02	302.143	90.01	306.177
ENSMMUG00000007324	90.2372	0	21.01	114.01	163.01	300.01	298.073	222.01	13.01	244.01	82.01	108.01	78.01	196.01	237.01	242.01	202.01	567.01	32.01	183.01
ENSMMUG00000030538	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030115	0	5.67072	0	3.07849	0	9.25169	0	1.0742	4.141	1.01544	0	0	8.02423	7.01537	0	1.08327	6.24107	7.44515	3.31324	0
ENSMMUG00000014847	0	0	0	0	0	0	1.31806	2.53129	1.01	0	3.12772	1.04217	0	0	4.33034	5.71436	4.90063	0	1.03022	0
ENSMMUG00000009228	0	0	0	0	0	0	0	24.01	0	8.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029674	0	0	0	0	0	0	0	6.79207	0	0	0	0	0	5.32154	0	9.67167	0	0	0	15.1232
ENSMMUG00000016475	130.663	61.0683	53.0895	297.497	194.643	264.117	214.832	111.845	60.453	115.646	82.0293	74.6255	427.781	211.509	158.476	75.5449	221.677	231.487	58.4859	254.256
ENSMMUG00000029827	1455.54	212.879	497.063	1555.79	1064.44	2218.79	1531.99	1409.55	770.045	1395.76	463.965	801.505	1384.83	1801.73	1223.86	1067.49	1455.35	2647.4	727.806	1768.77
ENSMMUG00000021605	244.01	200.01	175.01	306.01	460.01	1210	376.01	283.149	550.01	317.508	187.01	347.01	704.01	457.01	649.01	1120.01	564.01	548.01	188.01	378.01
ENSMMUG00000012345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010503	45.6377	59.8226	28.01	70.5067	44.0289	21.2777	62.1862	0	80.5699	68.6424	5.01	30.9615	16.6807	20.1891	58.8543	45.1038	89.3832	0	3.36795	20.1931
ENSMMUG00000004664	53.01	0	0	23.01	20.01	0	39.01	102.078	36.01	0	0	32.01	0	0	0	0	13.01	0	68.01	46.01
ENSMMUG00000005278	0	0	0	0	0	0	24.0188	0	86.01	0	0	5.01	0	0	0	0	44.01	0	2.01	0
ENSMMUG00000020692	1.04531	3.05093	0	6.34354	32.2827	64.1121	35.8434	7.05254	62.237	3.6973	6.11418	2.02924	0	0	16.2022	1.32081	7.80608	56.2074	12.1148	57.0219
ENSMMUG00000004329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010366	58.9166	0	3.01	0	17.0709	0	0	0	0	61.01	0	0	0	0	0	28.01	1.01	0	0	0
ENSMMUG00000002283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012224	0	0	0	0	12.01	0	0	115.01	0	0	0	0	0	0	0	0	127.01	0	0	2.01
ENSMMUG00000000424	203.329	157.01	11.01	45.01	108.02	164.01	90.01	227.14	252.01	186.01	21.01	156.02	1.01	79.01	139.02	514.101	58.02	257.25	13.02	189.01
ENSMMUG00000015561	17.5479	7.06583	2.86192	24.6605	14.9233	10.3069	11.941	21.6789	4.16065	16.4675	13.2217	9.22514	14.9591	13.2432	10.8637	31.9067	24.6679	33.5677	6.75592	12.2057
ENSMMUG00000004380	140.07	126.01	94.01	346.01	289.01	302.01	502.01	535.166	190.157	280.01	88.01	142.01	181.505	271.01	497.01	259.01	188.01	240.089	30.01	302.01
ENSMMUG00000020912	0	0	11.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007898	0	0	0	11.01	0	0	14.01	5.01	0	0	11.01	21.01	21.598	15.01	0	0	18.01	0	0	0
ENSMMUG00000023648	1.01	42.01	6.01	27.02	5.9636	0	84.02	31.0587	64.02	78.0301	6.01	1.01	5.01	53.8621	0	46.01	49.02	0	29.01	2.01
ENSMMUG00000019321	918.229	632.01	153.01	919.703	1128.01	501.832	1305.23	1230.81	1010.01	479.983	139.008	676.01	779.421	1261.83	1296.53	1377.47	933.01	1025.68	328.01	694.663
ENSMMUG00000029154	0	0	0	3.40359	0	0	1.0194	1.01	0	0	0	0	0	0	0	0	0	1.08953	1.04377	4.11507
ENSMMUG00000020229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029503	0	11.2952	1.01	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	13.01
ENSMMUG00000021549	0	35.01	0	24.01	41.01	37.0422	8.01	0	23.01	0	0	0	0	25.01	18.01	0	0	0	24.01	95.01
ENSMMUG00000008111	0	0	0	0	0	0	0	3.94776	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSMMUG00000012211	84.02	13.01	19.01	47.01	3.01	215.078	39.0301	253.083	14.01	116.02	8.01	70.02	196.072	129.02	56.0467	113.01	83.03	55.02	34.01	140.03
ENSMMUG00000015494	0	0	0	21.01	1.01	0	3.01	1.01	0	0	0	0	1.01	0	42.02	0	0	2.01	9.02	0
ENSMMUG00000018097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01083
ENSMMUG00000013103	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0
ERCC-00079	11.01	2.01	0	17.01	0	0	0	1.01	0	0	0	0	37.01	29.01	39.01	0	0	0	9.01	0
ENSMMUG00000031305	8.27559	3.11055	1.19579	7.07031	6.99663	0	12.1549	9.38895	33.7177	12.5119	1.24146	16.4856	12.7211	10.1323	16.6356	27.7461	28.0729	11.7756	11.7001	4.13301
ENSMMUG00000001764	32.01	133.409	4.01	82.9391	108.338	248.991	32.01	0	81.01	0	20.01	125.003	134.01	77.01	116.01	65.1835	1.01	0	10.01	67.01
ENSMMUG00000022325	50.01	0	0	32.01	20.01	0	29.01	32.0171	0	0	8.01	10.01	65.01	25.01	2.01	49.0216	37.01	50.01	4.01	113.09
ENSMMUG00000000323	0	0	0	0	0	0	26.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013748	1.36593	1.01	0	1.01	1.21599	2.80962	1.02224	1.0116	3.02362	5.01	0	0	0	3.17643	3.01066	0	2.01	0	2.01015	1.01189
ENSMMUG00000018970	0	0	0	0	0	0	3.01	0	0	1.01	1.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000016686	174.01	0	39.01	0	0	136.01	22.01	264.039	0	33.01	22.01	0	0	0	80.01	157.061	312.142	0	9.01	48.01
ENSMMUG00000001594	206	37.8249	38.01	159.159	149.135	297.01	54.3752	81.1426	71.0698	156.324	55.1523	17.0466	132.01	146.162	126.866	172.414	251.667	102.01	48.8996	215.876
ENSMMUG00000006369	389.01	152.01	65.02	491.049	348.017	159.02	210.253	1011.16	130.02	195.01	225.02	164.592	668.433	187.02	315.021	269.01	426.177	454.201	101.042	355.01
ENSMMUG00000017743	2.15256	0	0	1.09479	0	10.5254	0	0	0	0	0	0	0	3.12316	0	0	0	0	0	0
ENSMMUG00000015040	25.01	31.02	13.02	32.02	22.01	72.02	32.02	2.01	23.02	28.02	32.02	18.02	20.01	43.02	53.02	33.1448	61.02	122.537	8.07814	18.3465
ENSMMUG00000011512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.01
ENSMMUG00000004005	243.02	172.02	144.02	148.02	460.02	465.02	476.295	403.02	187.02	196.02	69.02	156.02	469.091	273.204	184.02	334.02	512.895	315.02	25.02	505.02
ENSMMUG00000017918	0	0	0	9.01	0	0	0	6.01	0	4.01	3.01	11.01	0	0	0	0	0	0	0	0
ENSMMUG00000013772	61.02	0	0	77.02	0	161.02	125.178	0	0	0	0	48.02	87.01	309.02	100.02	199.02	56.02	0	0	0
ENSMMUG00000003854	126.01	19.01	7.01	33.01	13.01	0	174.229	11.0102	43.01	0	61.0214	0	124.1	7.01	27.01	0	0	39.01	33.01	0
ENSMMUG00000014412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021969	3.02	0	0	51.02	0	0	0	17.5148	0	12.1232	0	0	0	0	19.4725	0	0	0	0	0
ENSMMUG00000006286	88.01	65.01	70.01	82.02	114.01	46.01	24.01	128.01	150.01	149.01	48.01	89.1609	153.01	75.01	82.0969	385.563	169.01	255.066	28.9839	132.221
ENSMMUG00000031704	0	0	0	0	6.01	0	0	0	0	0	17.01	0	0	19.01	11.01	12.01	0	0	0	43.01
ENSMMUG00000007256	201.01	64.01	43.01	179.01	353.01	85.01	216.01	134.033	159.01	311.01	55.01	60.01	23.01	328.01	65.01	461.01	150.01	159.01	77.01	395.409
ENSMMUG00000014530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031514	1.10421	3.01	3.01	4.3234	2.17027	4.71999	4.15474	1.0124	4.2637	6.45112	2.01	0	13.3069	7.26423	2.17063	0	7.91525	2.8212	5.14557	2.04811
ENSMMUG00000019485	42.01	0	4.01	62.01	65.6647	134.113	70.01	109.03	0	39.01	50.01	0	0	83.01	87.01	22.01	54.01	73.01	6.01	94.01
ENSMMUG00000021588	0	0	0	9.02	50.02	0	16.01	1.01	14.01	0	4.01	0	0	0	0	5.01	0	26.01	0	0
ENSMMUG00000029268	294.962	347.01	301.01	729.748	521.01	1071.79	388.025	728.918	383.858	549.01	366.01	164.01	872.172	678.01	615.01	351.01	500.01	1165.88	369.338	699.01
ENSMMUG00000022010	0	40.01	0	3.01	0	17.01	86.0693	135.01	0	72.01	6.01	0	4.01	16.01	0	0	66.01	0	11.01	0
ENSMMUG00000013675	83.01	0	45.01	163.01	157.01	372.01	0	102.01	113.01	122.01	23.01	9.01	177.01	13.01	89.01	79.01	82.01	125.01	22.01	56.01
ENSMMUG00000010862	72.01	13.01	4.01	32.01	0	123.01	26.01	60.01	29.01	72.01	10.02	5.01	52.01	17.01	10.01	0	1.01	0	46.02	77.01
ENSMMUG00000015304	22.01	68.01	36.01	23.01	48.01	145.01	87.01	97.8163	51.9634	248.01	0	10.01	31.01	13.01	5.83684	122.01	159.01	59.01	42.01	51.01
ENSMMUG00000015507	0	11.02	0	0	0	0	36.02	45.01	0	0	0	0	41.02	0	0	0	0	0	0	0
ENSMMUG00000018865	0	0	0	0	0	0	1.01022	0	0	0	1.01	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000023757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029696	2.55117	8.04687	0	3.94593	2.4945	0	4.38138	7.29805	7.05902	5.25349	6.30115	4.48809	0	0	0	0	12.831	0	0	0
ENSMMUG00000013728	40.01	40.01	0	32.01	85.01	191.249	22.01	77.01	0	1.01	5.01	20.01	0	33.01	0	64.01	56.01	84.01	19.01	84.01
ENSMMUG00000012303	23.01	222.01	49.01	52.01	97.01	266.01	119.01	195.01	310.01	127.01	105.01	82.01	179.01	144.43	221.01	112.01	117.01	349.01	61.01	107.01
ENSMMUG00000001527	0	0	2.01	9.01	15.01	92.01	0	0	0	0	0	13.01	25.01	0	4.01	0	0	24.01	0	0
ENSMMUG00000008733	28.01	0	0	17.01	6.01	0	0	0	0	0	0	0	0	0	7.01	0	0	15.01	0	71.0795
ENSMMUG00000021051	0	13.01	0	0	0	36.0202	49.01	25.01	0	2.01	2.01	40.01	44.0266	0	0	30.01	25.01	0	31.01	14.01
ENSMMUG00000007833	2.01	2.01	2.01	1.01048	4.01336	3.0122	6.01	0	0	2.01185	2.01	1.01214	4.01555	2.01227	1.01	3.01088	5.0341	10.01	1.01	5.01
ENSMMUG00000014713	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006470	52.01	2.01	0	0	0	2.01	0	0	0	0	12.01	89.01	52.01	0	0	0	8.01	0	45.01	33.01
ENSMMUG00000017911	38.2858	12.01	21.01	41.01	97.01	87.01	109.01	164.01	41.01	12.01	51.01	22.01	92.01	42.01	41.01	80.01	41.01	50.0912	39.01	48.01
ENSMMUG00000008773	15.01	31.9939	1.01	6.01	30.01	0	29.01	38.01	42.01	40.0321	0	0	91.0356	4.01	79.01	0	87.01	88.01	0	72.3099
ENSMMUG00000000870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.01
ENSMMUG00000031398	9.01	0	0	0	0	0	0	2.01	0	0	9.01	2.01	0	9.01	0	11.01	8.04193	36.01	0	25.01
ENSMMUG00000017718	4.09417	2.01463	16.3251	16.8095	5.07042	2.01089	4.40118	9.12844	8.27596	10.5488	5.0207	27.0579	6.05228	31.1807	64.399	118.384	11.5189	10.8042	12.5704	15.2821
ENSMMUG00000020154	32.01	0	9.01	17.01	39.0731	0	65.01	106.01	54.01	144.181	17.01	16.01	120.088	0	74.01	28.01	134.01	103.01	15.01	23.01
ENSMMUG00000003686	0	0	0	44.163	18.5484	0	0	0	20.02	0	0	0	0	43.4267	23.7109	7.01	0	0	0	1.01
ENSMMUG00000013178	23.7876	9.41402	14.0091	35.1594	124.982	51.967	39.2471	73.4225	34.3754	108.815	9.61406	44.6761	28.0198	25.1993	114.159	57.9771	28.5447	64.9011	33.2884	33.3058
ENSMMUG00000016957	0	0	0	0	0	3.18514	0	0	1.83514	4.2184	0	0	0	0	2.02957	1.01137	1.11043	0	0	6.10242
ENSMMUG00000003069	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014377	43.01	0	53.01	320.01	245.01	152.01	63.3188	170.01	144.01	160.01	72.01	0	89.01	184.579	62.01	109.01	131.01	137.01	7.01	288.01
ENSMMUG00000019948	144.793	2.01	4.11957	137.032	50.1095	180.575	80.01	6.2578	170.01	72.6894	42.5778	39.3654	224.485	49.01	137.844	6.33928	97.0256	3.07118	55.5858	119.207
ENSMMUG00000009203	38.02	13.02	10.01	6.01	0	0	35.01	0	11.01	0	0	6.01	58.02	34.02	35.02	0	10.01	0	1.01	4.01
ENSMMUG00000003176	162.01	15.01	62.01	95.01	111.01	252.01	88.01	231.01	81.01	251.01	68.01	70.01	258.01	197.01	167.01	205.096	257.01	97.01	29.01	175.01
ENSMMUG00000016623	166.02	129.02	67.02	196.02	189.02	122.02	431.344	546.346	68.02	184.03	207.02	214.02	209.02	177.02	128.02	87.02	399.02	211.02	107.02	273.02
ENSMMUG00000013916	255.01	269.01	84.01	214.01	0	0	172.325	164.18	155.01	373.01	86.01	32.01	134.01	153.01	162.393	154.01	139.284	462.01	104.075	9.01
ENSMMUG00000021011	0	0	0	0	0	0	0	0	43.01	0	0	0	0	0	0	0	0	0	0	13.01
ENSMMUG00000004490	38.02	42.02	40.02	55.02	73.2483	75.03	22.01	157.949	52.02	260.03	32.02	19.01	102.03	76.1076	58.02	129.08	457.02	120.02	31.01	211.03
ENSMMUG00000019974	259.02	73.01	71.02	345.01	630.01	641.01	146.01	236.029	540.01	429.01	165.01	142.01	163.189	182.01	160.875	418.01	337.592	906.01	48.01	255.01
ENSMMUG00000020443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000001483	55.01	87.01	11.01	0	0	0	2.01	215.01	0	66.01	0	1.01	0	0	0	14.01	0	338.01	41.01	120.01
ENSMMUG00000001102	43.01	1.01	0	22.01	24.01	14.01	4.01	0	34.01	91.01	0	29.01	10.01	51.01	57.01	42.01	32.01	13.01	0	34.01
ENSMMUG00000021915	8.02	0	3.01	0	3.01	2.01	0	61.01	25.01	24.01	14.02	32.01	11.01	13.01	59.0535	56.015	68.01	0	26.01	0
ENSMMUG00000015824	66.01	48.01	124.01	392.01	159.01	169.01	222.165	154.02	305.01	273.01	80.01	61.01	205.01	377.01	153.02	63.01	202.078	472.01	23.02	131.01
ENSMMUG00000019006	0	0	0	1.01	0	0	21.01	0	4.01	0	0	35.01	0	27.01	0	2.01	0	0	0	0
ENSMMUG00000003121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007117	13.02	0	21.02	39.02	0	0	0	109.02	0	16.02	0	51.01	0	0	1.01	3.02	0	0	36.02	0
ENSMMUG00000004671	0	39.01	0	0	0	0	0	0	0	16.01	0	0	0	0	0	10.01	0	0	1.01	0
ENSMMUG00000002067	5.01	0	18.01	0	77.01	0	0	0	0	0	0	18.01	0	0	7.01	70.01	0	0	10.01	0
ENSMMUG00000006120	1.01	0	0	0	0	12.01	110.01	0	0	63.01	0	44.01	16.01	0	103.01	0	0	139.01	31.01	72.01
ENSMMUG00000029741	18.0656	0	3.14679	0	0	3.01	0	5.05101	1.01	1.01529	1.0343	1.02883	0	0	1.07689	0	6.21251	0	5.48087	0
ENSMMUG00000015026	7.01	0	2.01	31.01	5.01	60.01	0	0	8.01	113.01	0	14.01	0	27.01	34.01	33.01	8.01	104.01	13.01	3.01
ENSMMUG00000006338	102.01	0	24.01	176.04	51.01	0	257.01	100.01	77.01	183.01	116.01	42.01	76.01	91.01	55.01	114.01	54.01	170.652	15.01	196.01
ENSMMUG00000015502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0
ENSMMUG00000023620	31.01	4.01	4.01	0	19.01	186.01	0	18.01	0	27.01	0	7.01	0	21.01	0	0	0	0	7.01	0
ENSMMUG00000016472	40.5537	0	16.3025	14.561	14.01	53.5776	21.1339	15.8353	0	65.2102	21.5498	14.01	45.15	28.6125	9.8067	49.7572	53.8206	62.594	6.06455	0
ENSMMUG00000009973	84.01	85.04	20.01	33.02	30.01	122.02	118.01	2.01	0	59.01	36.03	0	0	53.01	31.0207	22.01	220.04	0	0	5.01
ENSMMUG00000004598	36.4338	31.01	0	0	0	0	53.01	54.01	52.01	0	1.01	61.01	0	15.01	87.01	0	0	0	38.01	42.01
ENSMMUG00000008529	0	0	0	0	0	0	0	0	0	0	39.01	2.01	0	0	0	0	0	0	1.01	15.01
ENSMMUG00000019912	18.01	0	0	0	11.01	0	0	0	0	10.01	0	0	66.01	0	0	0	0	0	0	0
ENSMMUG00000032108	6.01	0	1.01	6.01	0	0	0	2.01	19.01	0	0	19.01	31.01	0	0	15.01	5.01	53.01	0	0
ENSMMUG00000017177	34.01	10.01	38.01	41.01	15.01	47.0447	25.01	54.01	3.01	83.01	0	0	0	0	62.01	0	131.01	151.01	14.01	17.01
ENSMMUG00000003288	0	0	0	38.01	0	0	0	56.01	0	30.0251	0	34.01	68.01	78.01	80.01	0	100.01	0	3.01	0
