gene	21373_7_20	21373_7_37	21373_7_60	21373_7_102	21373_7_106	21373_7_139	21373_7_152	21373_7_160	21373_7_166	21373_7_169	21373_7_175	21373_7_183	21373_7_202	21373_7_204	21373_7_216	21373_7_221	21373_7_225	21373_7_239	21373_7_254	21373_7_262	21373_7_271	21373_7_279	21373_7_304	21373_7_317	21373_7_327	21373_7_340	21373_7_346	21373_7_354	21373_7_358	21373_7_369	21373_7_377	21373_7_381
ENSMMUG00000007867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017296	169.01	175.01	589.01	689.786	147.273	779.01	255.01	395.01	160.01	172.01	563.01	65.01	592.01	391.01	119.01	579.01	35.01	1010.01	755.01	226.01	0	828.01	415.169	378.181	339.389	99.01	885.01	287.01	76.01	814.01	114.01	74.01
ENSMMUG00000003591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011380	0	11.01	0	0	32.01	0	0	40.02	43.01	0	9.01	0	21.02	47.02	0	0	0	0	0	0	0	0	0	0	0	0	24.01	0	0	0	0	0
ENSMMUG00000009837	40.01	15.01	2.01	0	16.02	31.02	85.01	66.01	0	23.02	43.2391	0	0	119.801	0	0	0	0	81.01	0	1.01	0	77.01	95.01	0	81.01	1.01	0	5.01	108.01	0	2.01
ENSMMUG00000015768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009549	19.01	123.01	311.01	237.01	42.01	120.01	394.01	157.01	0	120.01	156.01	104.01	210.01	295.01	63.01	189.01	3.01	393.01	202.01	133.022	0	293.01	79.01	177.01	26.01	73.01	534.01	517.01	152.01	57.01	139.059	90.01
ENSMMUG00000018039	0	1.01959	47.4633	51.8432	72.3876	0	1.01416	21.2095	1.0291	2.84407	16.473	40.8633	5.44266	9.11397	15.6473	11.2381	3.2278	5.1375	29.8652	3.09776	18.4015	9.34217	24.4801	89.0429	94.4102	43.299	18.9909	78.6577	4.05537	95.0423	18.4871	9.01
ENSMMUG00000013084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMMUG00000001133	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55571	0	0	0	0	0	0	0	0	0
ENSMMUG00000011721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023616	1.01	0	0	3.01	5.01	5.03635	0	0	2.01	0	0	0	1.01	0	0	0	14.0562	1.0319	0	0	0	8.01	2.01	1.01	0	1.04217	0	0	0	0	0	1.01
ENSMMUG00000029569	1.15121	18.3227	0	4.17507	26.3876	1.0174	5.77156	1.05964	29.4935	1.36481	0	0	0	8.50293	2.01	0	10.4945	5.18413	36.2701	1.55947	1.02302	37.7123	4.66853	17.8914	21.4136	14.1754	1.0177	3.07505	2.8108	1.11684	0	0
ENSMMUG00000008672	18.01	148.01	0	0	0	66.01	0	0	1.01	13.01	0	159.01	95.01	122.01	0	0	1.01	199.01	124.01	79.01	11.01	149.01	141.01	131.01	169.01	5.01	1.01	73.01	0	92.01	24.01	29.01
ENSMMUG00000017943	0	0	16.02	56.01	0	0	36.01	36.02	104.01	15.01	90.02	0	0	0	0	46.01	75.1281	0	0	31.02	61.02	0	1.01	8.01	0	7.01	1.01178	0	0	0	18.0201	0
ENSMMUG00000005284	0	3.01	72.01	0	0	0	143.01	80.01	0	8.01	0	1.01	27.01	137.153	12.01	43.01	0	163.01	141.01	38.01	43.01	5.01	29.01	108.01	17.01	29.01	15.01	1.01	51.01	53.01	43.01	0
ENSMMUG00000004911	0	24.01	81.01	0	0	23.01	92.01	24.01	0	8.01	46.01	0	29.01	3.01	1.01	11.01	0	0	51.01	46.01	0	42.01	28.01	34.01	61.01	0	28.01	73.01	0	50.01	32.01	13.01
ENSMMUG00000029924	0	0	0	14.4932	0	0	0	0	13.01	0	0	0	0	10.01	0	0	0	19.01	0	6.01	0	0	0	0	0	0	0	0	0	0	4.01	0
ENSMMUG00000014098	2.01	23.01	2.01	109.02	0	72.02	0	92.01	0	0	3.19188	130.01	67.5788	0	0	67.02	0	0	43.01	65.01	83.01	9.01	11.01	0	143.01	3.01	12.01	83.01	0	0	0	21.01
ENSMMUG00000014969	0	30.01	12.01	0	0	46.01	0	47.01	0	3.01	29.01	43.01	15.01	1.01	27.01	22.01	0	108.01	51.01	15.01	0	35.01	33.01	39.01	22.01	0	44.01	17.01	36.01	0	18.01	0
ENSMMUG00000016995	82.01	364.01	731.01	718.01	400.01	952.01	775.253	96.01	142.01	543.01	1117.01	422.01	555.01	585.197	478.01	412.01	4.01	1084.01	575.01	516.01	0	422.01	314.01	2000.01	767.01	0	275.01	436.205	249.01	694.838	213.01	161.01
ENSMMUG00000003689	0	13.01	0	0	10.01	0	0	0	0	0	0	0	19.01	0	4.01	0	0	0	0	0	0	0	23.01	0	0	0	1.01	0	0	0	2.01	0
ENSMMUG00000018206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031754	0	0	264.019	0	0	127.01	184.03	18.01	0	6.01	138.03	321.02	31.01	67.01	29.02	64.01	251.01	0	1.01	122.02	241.602	0	34.02	44.042	34.01	127.02	75.0714	56.02	0	0	46.02	0
ENSMMUG00000030837	0	0	16.01	1.01	14.01	6.01	0	0	18.01	0	0	1.01	0	4.01	0	0	44.01	0	13.01	5.01	0	0	0	0	13.9737	16.01	0	0	0	0	0	0
ENSMMUG00000022907	23.01	192.01	128.01	223.01	104.01	91.01	207.01	81.01	0	38.01	94.0794	509.318	66.01	75.01	35.01	15.01	0	96.0635	120.01	0	0	55.01	49.01	136.01	60.01	28.01	106.01	104.01	246.01	116.01	62.01	12.01
ENSMMUG00000010394	0	0	8.01489	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	2.01	0	0	1.01	0	1.01	0	0	0	0	0
ENSMMUG00000011344	1.01	0	0	7.01763	2.01	1.01	2.01	5.01	2.01139	1.03105	9.35525	0	1.01	4.01	3.58342	4.01	2.50564	21.01	2.01	0	20.0235	6.01	3.01	5.22955	1.01	3.01	3.102	0	30.01	0	0	1.01
ENSMMUG00000006117	4.01	12.01	0	0	0	12.01	80.02	16.03	0	15.02	0	0	23.01	6.01	11.01	31.01	0	0	0	10.01	0	26.01	13.1332	59.01	1.01	0	73.02	185.04	69.04	43.02	0	45.02
ENSMMUG00000016395	0	1.01405	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45072	1.1514	0	0	0	0	0	1.01	0	2.02956	0	1.09817	0	0
ENSMMUG00000018592	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	55.01	0	0	0	0	0	0	0	0
ENSMMUG00000015054	0	0	0	5.01	53.01	34.01	14.01	0	0	2.02	48.01	0	0	3.01	5.01	73.02	0	0	0	0	0	0	0	14.01	0	0	1.01	0	0	0	0	0
ENSMMUG00000019906	14.01	102.01	128.01	37.01	0	208.01	97.01	124.01	0	38.01	97.01	242.01	70.01	152.01	25.01	106.01	4.01	136.01	2.01	45.02	124.01	416.986	91.01	66.01	107.01	0	162.01	104.02	90.01	35.01	29.01	13.01
ENSMMUG00000004390	50.01	273.01	338.01	0	0	351.021	0	370.01	74.01	11.01	58.431	0	144.01	337.01	203.01	110.01	66.01	220.01	406.395	169.232	100.01	323.02	91.01	321.01	109.01	149.01	251.02	0	199.01	668.01	112.01	97.01
ENSMMUG00000022181	8.01	150.298	6.01	170.01	0	46.01	63.01	98.7773	9.01	32.01	172.918	14.01	68.01	271.01	39.01	72.01	4.01	360.01	70.01	58.01	0	269.01	30.01	56.01	415.235	0	191.01	94.01	212.01	108.084	11.01	16.01
ENSMMUG00000004868	1.01	35.01	0	0	0	32.01	0	3.01	0	0	36.01	0	0	0	21.01	0	0	0	133.01	19.01	0	0	68.01	0	56.0228	0	0	0	0	0	0	0
ENSMMUG00000005878	0	29.01	0	0	11.016	48.02	74.02	12.0512	7.01	41.01	54.02	67.01	44.0481	48.6505	36.02	88.01	29.01	22.01	38.01	97.4982	21.01	3.01	53.1383	0	45.01	64.0387	69.02	8.01	72.02	9.01	14.01	22.01
ENSMMUG00000001176	26.02	47.0509	28.02	268.278	18.01	13.01	0	0	6.01	13.02	47.01	100.01	24.01	118.02	32.02	116.02	0	67.01	85.01	28.01	2.01	65.1298	41.02	0	38.02	0	6.01	0	61.02	63.0301	10.01	3.01
ENSMMUG00000023761	0	0	86.01	0	0	0	0	0	0	5.01	0	0	0	0	0	1.01	49.01	18.01	4.01	8.01	0	0	0	0	57.01	0	1.01	0	3.01	9.01	0	0
ENSMMUG00000009197	0	1.01121	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	1.01564	0	0	0	0	1.07893	0	0	0	0	1.0126	0	0
ENSMMUG00000012373	0	0	0	0	108.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020392	25.01	96.01	173.02	41.02	5.01	100.01	110.01	84.0964	0	31.01	199.216	385.61	238.01	339.294	54.01	79.01	20.0166	486.02	541.01	219.01	28.01	342.775	253.144	68.01	344.02	60.03	306.01	275.01	61.01	149.01	16.01	48.01
ENSMMUG00000003452	2.01	0	0	0	0	0	14.01	0	0	0	0	17.01	0	0	0	0	0	0	0	0	0	0	1.01	0	24.01	0	0	0	0	0	0	0
ENSMMUG00000006292	14.01	43.01	331.01	59.01	53.01	157.528	84.01	48.01	0	54.01	139.01	146.01	31.01	62.01	28.01	39.01	162.01	188.01	154.01	131.01	0	256.293	41.01	145.01	89.01	10.01	198.01	80.01	68.01	399.01	37.01	3.01
ENSMMUG00000011144	21.02	60.02	0	121.02	41.01	63.02	106.02	5.01	0	36.02	41.02	3.01	71.02	0	34.01	70.02	0	0	184.665	226.02	27.01	160.02	72.01	17.01	136.031	89.02	105.01	278.02	274.02	138.02	59.02	16.01
ENSMMUG00000011133	12.01	0	0	50.7759	0	0	0	41.01	0	0	0	161.01	0	41.01	0	0	0	0	0	0	0	0	0	0	27.01	10.01	0	0	0	133.01	1.01	0
ENSMMUG00000007430	4.01	0	0	79.5251	0	0	48.01	58.01	0	2.01	62.01	64.01	7.01	0	18.01	0	0	0	40.01	14.01	0	121.02	35.01	0	0	0	19.01	71.01	22.01	5.01	0	0
ENSMMUG00000029364	1.02655	3.05428	3.71516	1.01767	0	1.01413	1.0141	3.02835	0	0	2.02012	4.38748	1.01317	3.02974	2.02324	1.01398	0	6.12539	2.01779	4.06323	2.0166	0	6.10021	1.21431	1.01572	0	6.53945	3.0512	3.07009	1.01702	2.06332	1.01936
ENSMMUG00000008488	0	0	0	0	0	0	0	21.01	0	8.01	17.01	0	9.01	0	1.01	0	0	0	18.01	0	97.01	0	0	0	0	0	0	0	51.01	0	0	0
ENSMMUG00000020550	2.01	33.01	25.01	22.01	21.01	40.01	18.01	121.01	0	8.01	150.01	115.01	53.01	41.01	9.01	10.01	5.01	45.01	24.01	55.01	124.021	164.01	127.01	50.01	23.01	64.01	29.01	5.01	70.01	0	0	0
ENSMMUG00000018154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019590	0	0	0	0	0	0	49.01	23.01	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.01	0	0	0	0
ENSMMUG00000013334	0	0	17.01	59.01	0	92.02	12.01	61.01	0	17.01	0	0	12.02	0	66.01	196.02	9.01	74.01	0	37.01	0	0	49.01	0	65.01	54.0604	16.01	24.0177	161.103	11.01	16.01	0
ENSMMUG00000009339	1.01	0	32.01	0	0	0	12.01	44.01	0	10.01	0	0	17.01	0	0	18.01	33.01	189.01	0	63.01	0	0	117.01	0	122.01	31.01	125.01	72.01	0	67.01	1.01	0
ENSMMUG00000017846	51.8174	156.982	0	81.6574	0	23.0138	55.01	170.975	0	42.01	188.101	123.595	120.964	412.931	54.01	141.007	0	276.945	343.573	134.959	64.3446	430.726	256.28	42.8471	198.874	6.01	227.409	285.975	70.7126	285.777	40.01	28.01
ENSMMUG00000001288	0	40.01	104.01	195.01	0	179.01	136.01	47.01	0	22.01	16.01	32.01	13.01	49.01	29.01	79.01	0	0	22.01	0	23.01	167.01	51.0118	0	0	0	95.01	123.01	1.01	0	6.01	12.01
ENSMMUG00000008759	3.01	0	0	59.2008	0	23.01	0	28.01	0	2.01	0	0	23.01	80.01	2.01	9.01	0	22.01	41.1248	8.01	0	45.01	44.01	0	32.01	0	3.01	0	0	0	9.01	4.01
ENSMMUG00000009848	12.01	47.02	102.03	29.01	0	69.01	1.01	72.01	0	0	27.01	0	0	49.01	9.01	11.01	0	0	0	23.01	10.01	180.721	0	82.0932	100.01	51.01	67.01	0	21.01	0	27.01	3.01
ENSMMUG00000003356	31.02	16.01	362.01	0	1.01	679.427	264.01	163.03	302.01	366.03	0	0	175.02	95.02	116.02	93.02	19.01	0	84.01	1.01	11.01	1.01	132.03	2.01	122.02	0	384.02	31.01	85.01	0	179.02	86.02
ENSMMUG00000013419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029323	0	2.39387	1.12989	0	0	0	0	0	0	1.19304	0	0	0	0	4.78634	0	0	0	2.03639	0	0	4.30817	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017842	0	0	0	0	0	89.01	0	40.01	0	6.01	0	6.01	0	59.01	1.01	0	0	0	0	0	0	0	4.01	37.01	14.01	0	50.01	0	0	0	0	8.01
ENSMMUG00000029957	0	52.2983	1.22135	4.24987	8.66998	19.4098	14.2115	1.2151	8.92653	2.78279	26.2809	20.9078	10.6334	1.26676	1.01	0	3.06773	4.99945	5.63472	0	0	3.46806	3.7651	0	7.02488	5.75598	4.43568	3.02593	8.4891	2.15662	4.24626	0
ENSMMUG00000016223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010580	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014038	4.01	54.01	0	0	0	0	0	0	0	6.01	0	0	0	47.01	16.01	26.01	0	0	0	6.01	0	1.01	40.01	29.01	8.01	0	1.01	28.01	0	0	12.01	0
ENSMMUG00000008677	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	112.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015979	1.01	3.01	5.09965	0	0	4.41963	4.04131	2.13385	0	3.70138	10.0387	78.01	3.0503	31.02	0	1.01	5.01	13.2657	0	57.01	0	0	6.05184	0	1.01	0	6.01	2.01214	5.02442	3.01	2.01	0
ENSMMUG00000029969	0	0	6.31788	2.09441	10.6835	0	1.02674	4.80367	2.9973	8.58001	1.81296	0	5.53571	3.03225	0	0	9.07687	13.6045	0	1.11443	0	0	1.02435	1.01	0	0	0	0	32.7216	4.74923	0	0
ENSMMUG00000011557	1.01	0	0	0	0	95.01	0	2.01	0	5.01	20.01	0	0	0	36.01	0	39.01	0	0	4.01	0	97.01	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000018045	14.01	127.01	55.01	10.01	1.01	179.02	126.01	194.02	0	23.01	79.01	166.01	116.02	64.02	29.01	199.364	0	642.02	183.839	251.02	0	213.019	52.01	104.01	64.02	0	101.01	240.02	0	128.01	51.02	0
ENSMMUG00000011971	0	0	0	0	0	0	99.01	67.02	0	0	64.02	0	0	63.02	0	0	0	0	0	174.02	0	0	44.01	75.01	0	0	0	128.02	0	0	0	21.02
ENSMMUG00000014699	0	0	75.01	44.01	253.01	53.01	105.01	26.01	92.01	13.01	13.01	355.01	0	0	0	18.01	13.01	147.01	112.01	47.01	84.01	3.01	0	1323.74	108.01	256.01	84.01	42.01	22.01	50.01	39.01	23.01
ENSMMUG00000017216	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011244	40.01	215.01	69.8818	59.01	53.01	234.01	197.01	91.01	0	39.01	151.01	26.01	216.01	340.01	38.01	218.01	0	386.01	458.075	372.01	56.01	376.01	167.01	110.01	282.01	23.01	325.01	370.01	226.01	435.01	34.01	35.01
ENSMMUG00000019362	0	1.01	0	1.3344	26.0284	1.01	23.7639	10.6615	2.01	3.01	10.01	13.1101	3.20787	1.01	0	0	0	1.01	4.01	2.01	4.48348	2.43791	0	19.0556	6.01	1.01	6.37923	0	7.01	5.01	0	0
ENSMMUG00000006254	43.0061	129.438	254.416	294.01	52.01	358.963	326.551	126.01	0	82.01	206.436	82.01	89.01	231.01	86.01	112.01	8.02517	303.01	83.01	247.01	159.381	434.01	383.97	137.01	227.01	0	174.01	112.01	97.01	468.438	69.01	54.01
ENSMMUG00000014129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003165	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	15.9196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011895	0	0	0	0	0	0	11.0158	0	0	0	1.01	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.01	0	0	0	0	1.01
ENSMMUG00000009515	0	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001825	0	0	0	0	27.01	0	110.01	0	0	0	0	0	0	3.01	0	11.01	0	0	0	0	0	0	16.01	145.01	0	0	0	0	0	98.01	0	0
ENSMMUG00000022379	17.01	0	0	0	15.01	31.01	78.01	5.01	0	0	0	71.3628	0	48.01	0	0	0	122.412	80.1744	0	0	0	0	0	60.01	0	1.01	0	0	38.01	0	1.01
ENSMMUG00000015533	0	0	0	45.01	18.1218	0	2.1745	0	0	0	0	0	1.01	29.01	0	0	0	0	0	0	0	37.1864	0	0	3.35961	1.01	3.01	0	0	45.01	22.01	0
ENSMMUG00000003895	0	0	83.01	0	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.01	131.045	0	0	0	0	0	0	0
ENSMMUG00000017670	0	0	16.01	0	0	0	16.01	0	0	0	8.01	0	0	0	0	0	0	0	26.02	6.02	0	0	0	43.01	0	0	1.01	0	0	0	5.01	9.01
ENSMMUG00000023376	0	0	0	0	0	0	0	0	0	0	35.01	0	0	42.01	0	0	0	0	0	0	58.01	0	24.01	0	38.01	0	0	74.01	0	0	0	0
ENSMMUG00000001722	10.02	9.01	19.02	21.01	16.01	66.02	0	37.01	0	22.02	13.01	11.01	2.01	41.02	3.01	2.01	0	18.01	0	0	0	62.02	16.01	70.01	0	0	53.02	0	66.01	32.02	0	2.01
ENSMMUG00000018789	75.01	304.02	462.726	119.01	38.01	537.405	514.02	556.276	53.01	102.01	424.02	353.02	380.01	395.483	82.01	240.01	21.01	209.01	577.02	324.56	56.6844	431.01	395.01	129.01	269.234	0	500.55	443.21	457.01	488.567	167.01	57.01
ENSMMUG00000008119	0	17.01	0	0	0	0	0	5.01	103.01	9.01	134.01	66.01	9.01	0	35.01	0	0	26.01	0	14.01	19.01	1.01	11.01	0	0	0	5.01	10.01	30.01	0	0	0
ENSMMUG00000021238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.01	0
ENSMMUG00000006460	0	0	170.01	0	0	135.01	36.01	73.01	0	3.01	71.01	79.01	23.01	62.01	6.01	0	0	0	160.01	51.01	0	31.01	114.01	74.01	0	0	48.01	23.01	0	58.01	32.01	44.01
ENSMMUG00000014837	10.01	0	0	0	0	0	0	0	0	11.01	12.01	27.01	0	0	13.01	38.01	0	0	42.01	30.01	0	43.01	19.01	0	1.01	0	12.01	0	0	80.01	14.01	15.01
ENSMMUG00000004393	33.01	596.01	770.01	319.01	87.01	580.01	310.01	403.01	0	77.01	738.01	306.01	626.01	934.01	279.01	486.01	0	697.01	773.01	400.01	323.01	559.01	459.01	447.01	352.01	154.01	329.01	723.01	427.01	1046.01	259.01	119.01
ERCC-00004	23.01	88.01	321.01	230.01	337.593	307.726	224.471	97.3576	348.45	23.01	153.01	583.527	144.583	137.658	65.01	192.01	545.01	314.01	265.678	167.604	1048.29	221.01	372.642	407.3	314.991	128.01	166.48	244.01	350.627	218.01	69.01	33.01
ENSMMUG00000007315	7.01	0	0	0	0	0	26.01	0	0	0	44.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.01	0
ENSMMUG00000020736	0	0	101.01	0	0	0	0	17.01	0	3.01	37.01	71.01	10.01	30.01	20.01	19.01	108.01	0	0	0	152.01	0	0	76.01	0	0	1.01	50.01	58.01	96.01	0	7.01
ENSMMUG00000004708	21.01	0	4.01183	1.01	0	21.01	4.23766	33.0258	1.01145	16.02	85.02	0	42.02	19.1683	30.01	70.02	103.037	243.021	30.01	0	78.0245	115.01	30.01	5.01	56.0417	6.23011	105.02	322.055	86.01	11.01	47.02	31.01
ENSMMUG00000006639	34.02	58.02	136.02	0	0	61.044	83.0376	69.079	0	15.02	0	35.916	83.02	309.878	51.02	99.02	0	132	154.77	41.02	1.01	181.02	69.02	0	1.01	0	160.03	131.476	83.948	259.188	70.8671	25.02
ENSMMUG00000018482	1.01	21.9181	0	0	0	39.01	69.01	56.01	0	26.01	69.01	13.01	68.01	107.952	0	41.01	0	0	21.01	65.01	100.01	108.854	66.0216	56.9991	55.01	0	133.751	130.637	184.01	140.852	0	15.01
ENSMMUG00000001193	0	0	161.03	189.03	30.02	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
ENSMMUG00000021971	2.01	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.01	9.01	0	38.01	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000010181	58.02	125.02	384.02	0	30.0538	352.02	299.02	129.831	0	40.02	250.02	0	187.02	280.009	89.02	56.01	0	64.01	203.02	231.02	0	512.983	222.941	150.01	256.02	95.02	747.859	415.628	403.436	114.747	81.02	14.01
ENSMMUG00000001631	0	0	0	1.01	0	0	90.01	0	0	12.01	5.01	0	7.01	0	0	0	4.01	0	0	29.8086	0	0	0	0	0	0	48.01	0	0	0	0	0
ENSMMUG00000001475	8.01	45.01	1.01	37.01	87.01	57.01	256.01	95.01	0	30.01	33.01	18.01	67.01	23.01	40.01	0	0	0	240.01	0	1.01	107.01	254.01	0	77.01	31.01	344.01	103.01	0	62.01	37.01	24.01
ENSMMUG00000002171	0	4.01	155.01	1.01432	9.01	0	8.01	40.01	0	4.01	41.01	0	3.01	68.01	29.01	7.01	0	109.01	10.01	0	0	67.0228	97.01	0	1.01	37.01	1.01	129.01	0	11.01	0	21.01
ENSMMUG00000015924	0	0	0	0	0	0	0	15.4334	0	12.01	51.02	0	0	0	0	0	0	0	0	57.01	0	0	0	0	0	0	39.01	0	0	0	0	0
ENSMMUG00000018226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000021324	0	0	0	278.575	0	0	0	36.01	145.01	0	1.01	0	0	0	0	0	0	0	0	0	0	92.01	0	0	40.01	7.01	4.01	0	0	0	4.01	0
ENSMMUG00000012539	0	17.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.01	0	0	0	0	0
ENSMMUG00000023272	6.01	15.01	1.01	1.0127	19.6976	2.11353	0	2.01	0	10.01	0	0	2.04552	21.1279	0	0	0	67.01	2.01	0	56.3204	59.6167	28.8657	2.01	76.01	0	1.01	0	0	0	0	0
ENSMMUG00000017522	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSMMUG00000011285	0	0	0	0	0	0	0	16.01	10.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030448	1.0837	0	1.05508	0	0	0	1.058	1.06156	0	0	1.05983	2.1312	0	3.24752	0	1.05185	0	2.24547	0	1.05623	0	2.12627	0	1.05863	0	0	6.05036	0	0	0	1.08651	1.08757
ENSMMUG00000022701	2.01	0	52.01	42.02	0	41.02	0	12.02	0	4.02	26.02	0	5.01	4.01	16.02	37.02	0	0	59.02	0	0	0	111.02	90.02	0	0	0	41.02	33.02	0	0	0
ENSMMUG00000006737	0	50.01	0	0	0	0	0	0	0	0	9.52867	0	66.01	0	0	0	0	0	0	0	0	0	22.01	0	0	16.01	3.01	0	0	0	0	0
ENSMMUG00000022410	3.01	0	0	0	0	0	5.01	14.01	0	3.01	0	0	2.01	0	0	0	0	0	0	0	19.01	0	0	0	2.01	6.01	1.01	0	0	0	0	0
ENSMMUG00000030885	0	1.06269	13.0227	2.08612	10.5765	4.141	0	2.19997	9.00677	3.04391	0	0	0	0	1.04629	0	3.70476	1.02064	0	3.09517	36.2428	0	0	3.6655	5.48538	3.16212	1.09955	4.33233	3.05022	1.13502	2.14964	0
ENSMMUG00000021565	161.01	520.01	641.773	410.446	44.01	254.01	399.01	518.793	4.01	131.01	547.686	792.879	244.01	208.01	152.01	545.01	16.0251	305.267	251.01	569.01	343.884	439.243	604.856	514.01	416.213	64.01	569.01	569.64	379.398	546.01	337.01	229.01
ENSMMUG00000020823	10.01	6.01	0	45.2367	58.01	104.01	67.01	80.9802	0	8.01	23.01	0	4.01	67.4977	25.5089	3.01	14.01	154.736	65.01	8.01	34.01	73.01	43.01	0	2.01	20.01	84.4977	35.01	0	96.7749	14.01	19.01
ENSMMUG00000002688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0	0	0	0	0	47.01	0	0	0	0	4.01	0	0	0	0	0
ENSMMUG00000013485	18.01	72.01	367.01	85.01	0	96.3868	221.01	272.493	0	77.01	114.151	479.014	55.01	483.058	81.01	195.01	2.01	104.01	337.01	30.01	141.01	480.515	401.061	0	373.01	42.01	235.01	265.01	94.01	15.01	51.01	11.01
