gene	21373_7_6	21373_7_10	21373_7_33	21373_7_35	21373_7_41	21373_7_52	21373_7_56	21373_7_58	21373_7_62	21373_7_75	21373_7_79	21373_7_112	21373_7_135	21373_7_148	21373_7_162	21373_7_173	21373_7_185	21373_7_212	21373_7_214	21373_7_235	21373_7_244	21373_7_258	21373_7_269	21373_7_273	21373_7_281	21373_7_287	21373_7_338	21373_7_352	21373_7_375
ENSMMUG00000001330	36.01	5.01	188.01	129.01	57.01	8.01	172.01	111.01	220.324	67.01	182.01	240.01	84.01	0	74.01	67.01	17.01	91.01	28.01	310.01	0	250.01	0	48.01	139.01	0	184.01	504.01	159.01
ENSMMUG00000012442	260.01	72.2922	285.212	857.388	3.01	873.02	193.02	8.01	452.235	557.01	885.02	216.01	266.02	261.148	234.02	1045.08	1010.62	0	56.02	125.01	634.979	1347.87	325.906	2644.32	402.01	0	73.02	42.02	1249.02
ENSMMUG00000009856	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01
ENSMMUG00000001026	8.01	0	0	13.01	12.01	4.01	32.01	79.01	112.01	0	143.01	81.01	78.01	0	79.01	0	2.01	44.01	51.01	6.17542	0	0	89.01	332.01	30.01	0	127.01	209.01	0
ENSMMUG00000006543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015659	5.67352	4.04936	20.0314	23.9793	128.01	32.0621	212.94	104.55	37.0715	167.01	171.01	96.6437	34.1776	16.2904	177.989	15.8257	121.585	4.02552	29.01	10.6702	25.4228	188.467	15.8927	174.283	45.3739	32.266	281.552	20.8051	57.044
ENSMMUG00000008849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008242	0	0	0	0	0	0	36.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001116	8.81889	5.5569	11.6418	53.5227	7.24825	34.0323	61.8679	1.37696	25.9794	7.01517	25.4873	0	18.2976	13.5138	2.79484	16.9014	18.6225	53.9644	1.17385	1.38114	4.10788	22.8994	1.34789	5.45358	19.2294	10.1582	12.0902	132.54	8.05132
ENSMMUG00000012390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010813	6.26301	2.13933	87.1555	403.002	64.2226	87.2168	383.081	342.947	367.385	344.421	218.277	302.114	33.4394	51.2466	54.01	243.235	141.545	108.166	98.3536	181.315	146.963	53.5608	18.2131	328.01	20.7049	126.01	12.0313	152.342	20.4833
ENSMMUG00000009182	0	0	0	69.02	2.01	2.01	14.01	52.01	86.02	112.039	32.01	0	13.01	69.01	64.02	0	30.02	0	0	0	0	0	250.01	55.01	0	0	0	0	249.02
ENSMMUG00000022091	0	0	0	0	0	1.01	0	165.019	0	0	119.02	58.01	0	0	79.02	0	0	29.01	36.01	50.01	0	0	0	88.02	0	3.01	54.01	0	0
ENSMMUG00000014812	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016158	1.37597	0	0	1.42474	0	6.19594	3.68236	0	1.02174	0	12.7425	0	0	2.36693	0	0	15.6597	0	0	0	0	0	0	4.82571	0	0	2.16428	6.57209	5.54547
ENSMMUG00000001213	0	0	0	0	0	3.01	0	11.02	14.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005227	0	0	0	0	0	4.01	53.0605	0	0	0	11.6734	0	0	0	0	0	0	0	20.01	41.01	0	0	208.724	57.01	0	0	0	0	0
ENSMMUG00000009396	16.01	0	108.01	143.792	62.01	102.01	130.047	277.01	331.02	97.02	99.117	245.01	12.01	33.01	86.0405	14.01	1.01	225.01	89.01	264.01	49.01	0	1.01	348.466	0	0	181.01	56.01	124.144
ENSMMUG00000010293	0	0	0	0	10.9076	40.9808	0	0	31.0073	0	6.84048	0	0	0	0	0	0	0	4.01	0	0	1.01	0	0	0	0	0	50.01	0
ENSMMUG00000031622	0	0	0	19.3972	0	0	0	3.27028	0	15.5133	6.0291	5.71537	10.6434	6.63482	5.7154	0	17.3144	0	5.21535	12.0287	0	18.9612	0	0	15.3655	0	3.08403	7.09055	1.04007
ENSMMUG00000023714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015215	0	0	0	0	0	1.01	17.01	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01
ENSMMUG00000016062	129.581	44.8791	13.976	177.515	52.1584	62.317	12.8694	78.1624	148.08	61.8201	80.4225	14.3351	310.458	495.678	44.6108	211.874	25.4467	33.0979	15.3779	17.4213	32.3186	249.331	38.6458	45.33	513.774	861.416	20.467	28.3238	30.9085
ENSMMUG00000006362	13.01	35.0247	133.02	13.01	53.5811	17.01	230.186	216.01	0	0	83.01	95.01	41.01	63.01	107.01	89.0162	40.01	2.01168	14.01	142.07	156.01	17.01	36.013	83.01	11.01	29.01	224.02	265.023	5.01
ENSMMUG00000021126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0
ENSMMUG00000005323	4.01	0	28.01	0	11.9679	0	0	24.01	0	0	0	0	0	0	0	0	0	28.01	15.01	58.01	0	20.01	0	0	0	0	90.75	0	0
ENSMMUG00000007076	9.57765	4.87001	45.8807	0	0	2.98751	88.048	63.0321	26.4402	0	92.8549	51.7115	36.2214	24.0927	43.8279	47.3957	0	15.8394	33.7374	87.7488	39.5709	5.3182	134.304	77.7448	0	0	62.7325	0	38.1846
ENSMMUG00000021956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011880	1.01	0	1.01	0	2.27675	0	4.01	0	10.3972	0	19.01	0	0	0	5.12023	64.9357	0	0	0	0	0	0	0	7.26099	0	0	0	41.5216	0
ENSMMUG00000015582	5.01	0	0	56.01	0	0	0	0	0	0	0	0	0	7.01	0	0	0	81.01	0	0	0	0	0	78.01	0	0	0	0	0
ENSMMUG00000018990	0	0	0	0	0	0	0	5.01	0	19.01	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	20.01	0	0	29.01	0
ENSMMUG00000023025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000030714	6.50142	0	22.207	15.2343	20.6328	9.90503	44.8365	37.9313	14.8123	2.2077	95.0744	111.782	24.4157	9.88996	24.0566	13.6375	16.0512	43.5795	30.7915	106.322	0	97.2002	11.178	31.6717	0	20.2617	31.7681	42.7228	5.51414
ENSMMUG00000020048	4.01	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029574	0	0	0	0	0	0	0	0	0	0	0	2.03094	0	0	0	0	0	0	0	1.02692	0	0	0	0	1.02296	0	0	0	1.01989
ENSMMUG00000010674	2.01	0	51.02	14.2329	0	86.02	0	0	0	7.01	31.01	0	123.01	11.01	0	0	34.01	17.02	0	0	0	80.01	0	14.0158	0	0	0	0	13.0176
ENSMMUG00000007764	4.01	34.01	0	0	23.01	2.01	14.01	13.01	0	0	18.01	0	0	0	7.01	16.3833	0	31.02	8.01	31.01	0	50.02	0	0	0	113.01	0	0	0
ENSMMUG00000003731	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018741	0	1.01107	2.01	0	20.02	1.01	12.01	22.0222	0	50.01	0	0	0	1.01	0	0	2.05398	0	0	0	16.01	0	0	38.032	1.01	0	0	0	0
ENSMMUG00000003152	55.02	0	199.02	53.0572	198.02	311	113.03	124.01	2.01	158.02	400.79	736.446	93.02	15.01	338.181	362.045	74.02	110.02	180.164	319.02	44.01	0	0	377.031	102.02	99.01	121.01	9.26749	1.01
ENSMMUG00000023591	0	0	0	0	8.01	24.01	3.01	5.01	0	38.01	0	0	0	0	0	0	0	0	5.01	1.01	0	0	0	0	0	0	20.03	0	88.01
ENSMMUG00000004742	0	0	0	0	24.01	2.01	0	3.01	0	0	0	0	0	76.8632	0	0	0	0	0	0	0	118.01	0	0	0	0	0	0	1.01994
ENSMMUG00000011191	20.01	1.01	157.01	65.01	116.01	15.01	26.01	40.01	0	132.01	180.01	111.01	233.01	0	43.01	118.01	5.01	114.01	96.01	207.005	0	415.227	33.0266	0	0	0	131.01	154.515	188.01
ENSMMUG00000029583	1.22613	0	0	1.96136	11.1702	5.67676	0	4.62008	12.7401	0	8.39531	3.53202	2.92808	19.1996	5.73429	0	10.7588	0	0	16.4978	0	15.7208	10.3832	20.8922	0	0	0	40.2375	7.94978
ENSMMUG00000030266	2.94394	0	0	10.3086	5.72551	11.2108	0	0	3.98591	0	0	0	1.0368	0	2.01	5.01	33.1272	0	0	0	0	1.20501	0	7.43328	0	0	0	7.09613	15.3306
ENSMMUG00000016826	2.02	0	29.01	0	0	2.01	19.01	160.03	0	0	4.01	0	1.01032	0	121.02	0	0	8.01	9.01	1.01	0	9.01324	168.373	0	0	0	72.03	61.0319	22.01
ENSMMUG00000003052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021377	0	0	0	3.01	17.01	0	9.01	0	27.211	0	0	35.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022542	10.01	0	0	28.01	17.01	6.01	0	51.01	0	0	90.8821	67.01	39.1661	38.01	39.7359	0	0	10.01	14.6024	29.01	0	0	130.01	0	0	0	73.01	63.01	0
ENSMMUG00000031913	0	0	1.12858	0	0	0	3.17263	0	0	0	0	0	0	0	0	1.01	6.93889	1.25486	0	1.01	1.01441	1.17683	1.04662	3.71287	0	0	0	0	0
ENSMMUG00000009539	16.01	0	0	0	64.01	6.01	0	35.01	0	1.01	8.01	65.01	0	0	0	68.01	31.01	194.01	50.01	0	0	104.01	0	58.01	0	17.01	0	1.01	0
ENSMMUG00000013159	0	0	0	0	43.17	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.01
ENSMMUG00000029432	0	0	0	0	0	0	0	0	0	0	0	0	2.53672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18396	0	0	0	0	0	0	0	0	0	2.43446	8.72746
ENSMMUG00000010709	5.01	0	0	0	0	63.01	0	0	0	47.01	0	0	0	58.01	0	34.01	0	0	2.01	0	0	0	1.01	0	21.01	23.01	0	0	0
ENSMMUG00000009317	41.01	83.02	196.277	155.01	403.529	355.01	304.498	268.649	193.92	234.01	459.182	668.192	0	267.01	502.987	503.01	0	320.02	77.02	1170.57	222.02	796.271	440.01	943.528	733.215	614.538	198.01	594.193	635.01
ENSMMUG00000007727	9.01	0	0	0	0	8.01	17.01	68.01	0	0	64.01	0	0	10.01	7.01	0	0	22.035	19.01	0	0	0	0	53.01	0	0	0	111.031	0
ENSMMUG00000008407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019390	0	0	38.01	0	0	0	0	47.01	0	0	72.01	0	0	0	0	0	0	36.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029990	3.56626	1.28262	5.96738	2.0696	12.4789	13.4784	2.99023	14.9177	13.2583	5.39285	18.6484	8.5984	2.30918	7.41989	4.38276	0	11.7248	1.86648	0	9.14158	2.13402	13.5334	0	10.1572	21.3898	4.70015	3.7341	11.4584	10.193
ENSMMUG00000000401	7.01	15.0125	0	0	16.01	3.01	0	0	0	0	58.01	18.01	0	0	0	3.01	12.0125	91.01	20.01	0	0	21.01	0	0	0	0	72.01	37.0209	0
ENSMMUG00000030357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007683	18.01	0	23.01	67.01	26.01	23.8789	109.01	62.01	109.02	0	130.01	269.01	13.01	0	100.01	116.036	0	18.01	34.01	116.01	209.01	0	0	388.01	0	0	75.01	148.043	51.01
ENSMMUG00000009472	0	0	0	0	0	4.01	11.01	0	5.01	0	0	0	58.01	0	0	0	0	0	2.01	0	0	0	73.01	0	0	0	20.01	0	0
ENSMMUG00000008340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020527	1.01	0	7.01	0	0	0	0	0	0	0	0	0	0	7.01	0	0	6.01124	0	0	0	0	0	0	0	0	0	0	10.01	0
ENSMMUG00000014892	8.01	0	10.01	0	27.01	0	98.01	90.01	15.01	0	148.01	11.01	16.01	0	52.01	1.01	1.01	55.02	32.01	14.01	0	1.01035	1.01	133.039	0	0	28.01	153.648	104.826
ENSMMUG00000020005	7.01	0	0	2.21596	0	2.33913	0	8.01	39.01	0	17.0747	0	0	1.11277	0	0	0	0	12.0924	0	1.29612	24.0671	0	1.26144	0	0	0	1.01	12.0158
ENSMMUG00000030802	0	0	0	0	0	15.0167	0	6.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004466	2.01	0	0	0	0	1.01	0	15.02	0	0	0	2.13902	1.01	53.1023	33.01	2.01	6.01433	0	6.01	0	0	111.02	2.01071	136.01	0	0	61.02	5.04068	0
ENSMMUG00000000755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000037	3.01	0	74.7922	4.01444	15.4067	37.6892	2.01	13.01	23.0459	10.156	0	7.03292	29.407	5.60557	62.3512	2.01	12.2604	8.23576	8.01	28.3347	65.01	124.502	0	1.01055	48.6017	0	123.277	137.307	7.01
ENSMMUG00000004829	8.01	0	44.01	0	13.01	1.01	130.01	20.01	0	0	121.01	160.01	0	2.09775	21.01	0	0	0	9.01	22.01	0	0	124.01	142.01	0	0	57.01	89.01	67.01
ENSMMUG00000031029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
ENSMMUG00000021040	0	0	0	0	0	0	1.01752	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01444	1.01	0
ENSMMUG00000030009	1.03567	0	5.6485	11.494	1.01305	4.95144	9.11358	0	0	2.01321	0	26.4668	1.23358	10.5078	7.2731	6.14846	1.07469	4.70132	0	28.0018	2.60155	0	6.54696	6.38928	19.7051	6.17256	8.99162	10.1307	0
ENSMMUG00000028771	6.01	23.4941	36.8413	14.01	79.9068	18.9449	129.099	36.8804	9.32606	0	76.02	66.01	3.04091	1.01	214.011	20.0429	11.0723	151.419	20.01	38.1548	114.01	271.001	146.772	96.01	2.03978	0	61.9982	35.2456	95.2426
ENSMMUG00000009615	38.01	64.01	266.452	0	125.263	34.01	232.01	235.01	535.01	168.01	202.01	260.01	0	86.4934	122.01	212.01	0	473.01	116.01	260.01	1.01	586.01	271.01	271.285	51.01	2.01	315.01	147.01	42.01
ENSMMUG00000005687	4.01	0	8.1218	69.01	9.01	3.01	1.01	94.01	227.01	0	29.01	0	0	0	45.01	0	0	3.01	22.01	118.01	0	0	0	0	0	0	8.01	0	0
ENSMMUG00000001858	34.01	0	148.772	26.5131	86.543	40.4367	173.01	220.02	105.02	56.01	180.332	161.98	166.01	0	52.02	327.01	42.02	91.1479	36.01	15.3025	0	1.01	156.365	328.589	3.80835	45.01	91.9102	107.525	191.664
ENSMMUG00000015264	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	20.01	0	0	0	0	11.01	0	0	0	0	0	0	20.01	0	0
ENSMMUG00000005010	56.01	0	137.02	0	31.01	11.02	516.02	331.02	126.01	98.02	112.02	177.02	0	0	104.01	71.01	0	189.01	99.01	246.019	9.01	0	169.01	396.02	157.01	1.01	151.02	57.01	0
ENSMMUG00000004196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017437	0	0	0	0	0	1.01	0	35.01	0	0	0	27.01	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003432	49.01	0	65.01	35.01	101.01	65.01	610.01	335.01	328.01	144.01	168.01	283.01	0	39.01	217.01	249.01	0	226.01	125.01	78.01	88.01	0	53.01	390.01	0	65.01	197.01	79.01	43.01
ENSMMUG00000007756	0	0	20.892	0	0	2.24957	9.01	21.5356	10.865	3.51483	4.08188	117.863	6.55552	10.7739	7.84263	2.54923	0	14.0721	1.01	0	0	2.1604	32.1889	82.8085	0	0	0	0	2.01
ENSMMUG00000003504	0	0	0	38.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0
ENSMMUG00000018886	0	0	0	7.03481	1.03952	1.10797	1.03227	1.91221	0	2.04797	1.02937	1.93494	3.15611	2.86458	0	0	4.26208	2.03151	0	13.6109	0	1.13129	0	0	1.06725	0	1.37684	1.35305	3.07357
ENSMMUG00000003437	8.2533	1.28816	4.16463	4.98485	14.3644	26.091	4.75043	11.5085	14.5499	29.1173	16.8745	11.8927	34.8058	23.2964	28.5986	12.5636	15.0456	1.07393	2.81066	9.61847	1.07394	74.2307	48.4401	6.88594	33.4442	6.47598	6.10864	42.2173	15.6139
ENSMMUG00000005597	0	0	8.01	0	0	2.01	0	0	0	2.01	2.01	0	32.01	0	0	0	2.01	0	1.01	0	0	12.01	21.01	0	0	11.0183	0	0	1.01
ENSMMUG00000018843	12.01	0	84.01	45.01	55.01	18.01	162.399	46.01	238.01	0	87.01	93.2334	0	62.01	32.01	213.01	80.01	36.01	15.01	154.01	0	131.01	59.1912	158.01	54.01	0	38.01	174.01	7.01
ENSMMUG00000017890	0	0	0	0	12.01	4.01	40.01	0	0	0	0	0	0	0	0	0	61.01	0	0	0	0	0	0	0	0	0	15.01	0	0
ENSMMUG00000004740	15.01	0	20.01	0	0	4.01	47.01	128.01	61.01	149.01	105.665	76.01	0	104.01	47.01	158.01	0	104.988	61.01	197.01	60.01	75.4506	0	63.01	172.731	63.01	87.01	202.01	0
ENSMMUG00000000612	26.01	102.01	308.513	0	60.01	20.01	465.01	143.01	104.01	0	163.02	338.01	38.01	0	409.604	0	0	173.01	92.01	258.747	0	1.01	157.01	383.02	1.01	15.01	161.01	52.9625	11.01
ENSMMUG00000019056	1.01	0	82.01	0	9.01	1.01	0	49.01	1.01	0	0	92.01	15.02	0	16.2088	0	0	0	4.01	0	248.02	0	0	13.0172	0	0	13.01	0	47.01
ENSMMUG00000004401	0	13.01	7.42531	0	0	0	6.01	12.2038	3.01	0	0	1.04175	2.01	1.01	6.2977	0	0	35.5085	3.11509	1.13364	0	0	0	13.208	4.30354	2.01	3.31042	12.01	0
ENSMMUG00000030852	3.31243	3.29998	6.48444	15.7882	4.38715	16.7536	3.29589	12.1756	10.3409	15.9302	6.93204	3.67463	6.4181	10.7233	7.22871	4.42226	18.5387	12.7453	0	0	0	39.0491	11.6074	22.6772	52.5538	0	2.04532	19.8807	12.3479
ENSMMUG00000013788	0	0	11.1218	10.1352	0	6.03569	0	3.03265	3.03197	1.0121	6.0332	1.0247	3.01617	2.01426	3.09306	15.0268	9.46228	1.05328	1.01	1.01431	1.02926	7.0668	19.2537	0	6.07873	2.02468	0	29.0575	5.08307
ENSMMUG00000018083	17.01	0	45.01	0	22.01	9.01	137.01	166.01	57.01	42.01	147.864	435.288	23.01	0	144.01	116.01	0	24.01	43.01	15.01	48.01	49.01	21.01	294.01	117.01	0	13.01	185.01	37.01
ENSMMUG00000000637	0	0	0	0	0	0	0	0	0	0	0	1.01101	0	0	0	0	1.01007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003840	0	0	0	0	0	0	9.08502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018468	24.01	0	0	218.02	29.02	8.01	209.01	201.01	0	0	99.01	12.01	13.01	1.01	52.02	296.01	9.01	69.1842	35.01	144.01	0	0	2.01	457.127	9.01	0	0	86.0856	0
ENSMMUG00000007324	12.01	0	3.01	0	0	10.01	351.01	262.01	30.01	0	219.157	187.112	47.1621	0	203.01	5.01	0	2.01	18.01	152.01	0	0	11.01	96.01	0	0	8.01	66.01	13.01
ENSMMUG00000030538	0	0	0	0	0	15.01	1.01	0	0	0	0	0	3.01	3.03957	0	0	0	0	0	0	0	4.01	0	6.01	0	0	2.01	0	0
ENSMMUG00000030115	0	1.01315	1.01	3.11084	11.1929	3.04776	10.6221	0	3.11261	14.6422	0	1.09446	16.8718	10.2591	0	19.0301	17.0928	3.08966	0	0	0	1.02131	3.99456	2.17445	49.1832	29.252	0	11.1402	5.21631
ENSMMUG00000014847	0	0	4.72967	1.78183	0	6.46692	17.1645	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	3.96106	0	1.02701	47.9882	0	1.03247	0	10.5347
ENSMMUG00000009228	0	0	38.01	0	0	5.01	9.01	0	0	0	12.02	0	1.01	0	1.01	0	0	39.01	0	0	0	0	0	0	0	0	0	34.01	0
ENSMMUG00000030594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029674	0	0	0	5.19548	0	0	0	0	9.70917	0	0	0	0	6.82059	0	0	0	0	0	0	0	0	1.53226	21.5476	0	0	0	0	0
ENSMMUG00000016475	28.409	9.10389	122.249	50.5577	89.3866	173.647	70.967	184.749	160.481	75.8577	82.2959	282.226	328.184	29.9609	116.654	25.7674	73.1354	84.279	37.0242	97.106	30.7381	126.676	389.364	310.888	133.111	39.4832	83.7014	178.638	344.557
ENSMMUG00000029827	192.844	1.01	626.415	301.709	69.917	54.1726	1127.78	1384.2	624.922	1.01	1038.17	1470.98	0	0	1008.47	105.167	53.5868	752.415	437.761	611.772	377.436	0	0	1109.35	175.563	274.65	734.448	254.783	290.061
ENSMMUG00000021605	67.01	0	115.01	0	67.01	17.01	450.01	506.01	199.01	124.01	586.01	662.797	9.01	0	400.01	118.01	12.01	64.0908	112.01	138.01	4.01	280.151	1.01	720.782	0	0	86.01	323.01	108.01
ENSMMUG00000012345	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010503	8.01	0	0	0	10.4884	5.06619	57.2348	7.7309	0	0	0	39.8235	1.01	0	9.88431	0	0	0	14.2516	109.721	0	33.6409	0	62.8112	0	0	12.01	0	0
ENSMMUG00000004664	0	0	0	0	0	1.01	0	28.01	0	0	38.01	14.01	0	5.01	0	1.01	0	0	9.01	0	0	0	0	9.01	0	0	11.01	0	40.01
ENSMMUG00000005278	0	0	29.01	1.01	0	1.01	0	12.01	0	0	0	0	0	0	8.01	0	0	0	7.01	0	0	2.01	21.0282	0	0	0	6.01	0	7.01
ENSMMUG00000020692	17.6067	0	7.08126	3.66671	1.01856	8.8363	27.1102	74.1209	7.01025	42.0448	46.6759	1.01351	3.8637	86.9978	17.4808	2.51123	1.23491	14.2172	15.028	18.0802	0	22.9136	1.56644	1.01704	36.4901	3.01797	6.26865	4.33071	31.3685
ENSMMUG00000004329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010366	1.01	0	24.0432	0	0	1.01	22.01	0	0	0	16.01	0	0	0	36.01	0	0	0	22.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002283	0	0	0	4.01	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	11.01	0	0
ENSMMUG00000012224	6.01	0	37.01	0	0	6.01	76.01	0	31.01	0	0	0	0	3.01	27.01	0	0	30.7736	6.01	58.0859	0	0	0	2.01	0	0	0	0	0
ENSMMUG00000000424	90.02	0	102.01	187.131	106.01	80.02	137.01	42.01	606.01	388.02	199.02	59.02	65.02	69.01	14.6353	141.01	589.638	138.01	64.01	115.02	680.02	450.148	82.4273	233.171	156.126	117.01	17.01	297.324	146.01
ENSMMUG00000015561	17.751	20.4399	20.3884	41.6245	20.7773	48.9798	19.6441	13.6347	25.4691	28.105	26.1962	21.0599	31.5198	73.2933	11.8936	17.5202	71.9818	3.28494	4.88693	15.9189	21.4271	110.597	17.2627	22.8751	84.4796	27.9537	5.34992	73.4815	22.0498
ENSMMUG00000004380	19.01	33.01	221.01	3.01	64.01	33.01	172.01	184.01	185.049	0	197.01	134.01	106.068	1.01	131.01	0	9.01	62.01	25.01	0	0	12.01	187.01	218.01	5.01	0	226.01	1.01	327.01
ENSMMUG00000020912	0	0	0	58.02	0	20.02	0	0	0	0	0	50.02	0	0	0	0	0	0	10.02	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007898	11.2878	0	0	0	0	3.01	15.01	0	0	17.01	0	0	0	0	1.01	0	5.01	0	0	0	0	56.01	0	110.01	0	0	65.01	0	0
ENSMMUG00000023648	3.01	0	5.01	0	0	6.01	43.01	45.01	50.01	0	58.02	0	176.02	0	38.02	0	6.24289	3.01	14.02	0	0	0	6.01	0	0	0	16.01	138.02	28.01
ENSMMUG00000019321	41.01	239.01	700.255	40.01	141.01	77.01	1166.66	1056.74	763.432	262.404	712.01	1047.57	85.01	196.639	721.318	539.01	9.01	932.666	533.01	582.431	6.01	467.245	419.01	725.01	302.271	782.01	455.01	539.846	604.01
ENSMMUG00000029154	7.3501	0	2.27944	1.98965	0	2.69881	1.43085	0	4.33829	0	0	6.6152	18.1084	2.9336	2.26239	0	8.37653	15.0764	0	1.04077	0	4.08325	0	0	13.8294	22.6051	4.52636	6.38101	0
ENSMMUG00000020229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.01	0	0	0	0	0	0	0
ENSMMUG00000029503	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021549	0	0	0	0	0	1.01	0	0	0	0	0	0	66.01	0	32.02	0	0	0	0	0	0	0	0	23.01	0	0	0	0	0
ENSMMUG00000008111	0	0	28.2953	479.415	9.31032	133.916	0	0	11.8722	0	0	0	0	0	0	1.01	0	0	0	0	0	31.0369	0	0	57.2626	0	0	0	0
ENSMMUG00000012211	18.01	9.02	15.01	0	37.01	20.02	85.01	231.03	56.01	163.174	52.01	68.01	8.01	0	74.0199	0	0	4.01	14.02	0	3.01	17.0694	0	69.02	2.01	0	29.01	101.01	143.01
ENSMMUG00000015494	0	11.4379	25.01	0	4.01	2.01	0	51.02	0	0	0	2.01	10.0126	1.01	30.01	50.01	7.03202	49.02	0	0	0	3.01	3.01	2.10077	5.01	3.01	0	43.0981	35.508
ENSMMUG00000018097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0
