gene	21373_1_7	21373_1_22	21373_1_46	21373_1_73	21373_1_74	21373_1_99	21373_1_107	21373_1_114	21373_1_123	21373_1_124	21373_1_131	21373_1_137	21373_1_138	21373_1_153	21373_1_177	21373_1_178	21373_1_181	21373_1_188	21373_1_192	21373_1_195	21373_1_207	21373_1_208	21373_1_234	21373_1_275	21373_1_276	21373_1_295	21373_1_334	21373_1_341	21373_1_360	21373_1_365
ENSMUSG00000063488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006464	5.61723	0	0	0	0	0	0	0	0	9.46618	1.04844	0	14.0644	0	1.2579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002477	15.01	25.1227	117.01	23.01	60.01	1.01	11.01	0	0	54.1955	73.0608	28.0711	143.01	39.2095	0	69.2865	0	112.229	203.359	0	39.01	82.4757	0	297.604	129.01	27.3008	201.01	21.4986	86.2307	19.01
ENSMUSG00000094108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017801	0	0	0	0	0	0	0	63.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMUSG00000030606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039114	0	0	0	0	0	9.01	0	0	0	8.01	0	8.01	0	0	0	0	0	0	0	0	58.01	7.01	0	0	0	43.8546	0	11.01	12.01	9.01
ENSMUSG00000026102	123.02	136.02	20.9721	18.1118	0	40.0639	31.0201	0	467.66	279.633	284.216	279.883	3.02419	92.1449	24.292	175.29	908.024	125.597	0	83.9415	318.153	51.02	51.01	888.833	0	0	0	17.2227	98.02	122.072
ENSMUSG00000041845	0	0	0	0	4.01	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	32.088	0	0	0	0	0	2.01	0	0	2.01	0
ENSMUSG00000039473	5.01	16.01	0	1.01	13.01	0	0	0	0	3.01	0	0	1.01	24.01	0	0	0	0	4.01	0	0	3.01	21.01	97.0461	0	0	1.01	22.318	165.01	1.01
ENSMUSG00000026004	49.02	0	0	54.02	0	0	0	0	1.18361	0	130.03	0	0	26.01	135.01	0	2.01373	30.6975	0	46.076	2.01	42.01	0	25.7052	0	15.01	680.01	0	124.675	0
ENSMUSG00000027523	101.504	185.952	2.01	27.4654	11.5603	135.753	168.266	115.682	412.78	753.953	27.6333	627.15	152.546	55.2249	1.08376	474.109	662.595	26.4016	710.541	128.438	197.832	132.925	369.244	594.582	18.8478	46.3497	320.602	100.519	202.541	5.73171
ENSMUSG00000026315	0	12.02	0	23.01	0	0	3.32542	49.02	0	4.01	0	0	0	0	3.01	267.043	0	0	0	0	0	0	303.038	2.021	1.01	1.01	0	0	121.101	0
ENSMUSG00000032998	0	0	8.01	24.0444	0	0	0	0	491.906	0	0	20.0776	6.2212	6.01081	0	0	0	0	0	3.01	0	0	0	5.0466	0	0	0	0	1.01	0
ENSMUSG00000028879	29.01	33.01	393.79	44.0407	8.01	0	0	0	515.238	17.01	351.105	13.01	0	13.01	1.01	177.01	0	0	1.01	15.01	117.01	0	0	1.01008	0	0	0	20.01	0	1.01
ENSMUSG00000062201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032547	0	42.02	15.0138	147.123	0	9.01	4.01	0	4.01	7.01	0	320.772	0	34.02	0	186.704	906.01	282.248	0	23.014	65.01	0	31.0175	8.01	1.01	0	208.807	85.02	0	6.01
ENSMUSG00000030264	9.02	8.02	434.244	0	21.7924	2.05372	0	0	601.14	5.01	17.5975	1.07006	4.19998	10.2044	4.79869	17.1771	0	1.01	0	1.03505	0	0	0	327.82	0	0	3.99827	35.984	68.167	1.01
ENSMUSG00000092029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41234	0	0	0	0	0
ENSMUSG00000083880	0	0	0	0	0	0	0	0	0	0	1.68759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019883	0	1.24262	0	0	0	0	0	8.01	0	192.063	5.6825	18.7097	2.01088	17.7328	0	8.9832	0	0	0	6.02	0	0	0	138.161	21.6137	0	2.01	19.3401	14.0344	8.01
ENSMUSG00000040867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051777	0	0	88.1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090625	139.556	183.098	0	67.5546	46.4944	183.287	211.883	189.358	1077.52	1066.1	154.408	939.001	97.4843	65.8152	1.93624	450.28	479.378	94.6286	1031.59	177.083	202.321	193.575	364.69	905.922	141.221	35.6904	319.16	100.996	253.49	78.2883
ENSMUSG00000095344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028884	0	57.01	8.30217	0	8.01	0	0	0	0	0	0	0	0	37.01	0	0	0	0	1.01	0	0	0	293.01	552.082	1.01	0	13.0244	1.90122	0	0
ENSMUSG00000037784	0	5.01	2.01	1.01	0	4.01	0	0	0	1.01	0	13.0138	0	0	13.7333	8.28302	0	0	0	49.02	0	14.01	1.01008	32.01	0	0	0	0	27.01	1.01
ENSMUSG00000021687	0	0	0	1.0102	1.01	0	0	0	510.059	0	2.01022	0	0	94.01	1.01	0	819.344	0	0	6.01	0	0	0	0	0	0	0	5.01	0	0
ENSMUSG00000026944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024381	0	0	0	0	0	7.01	0	0	0	5.01	0	0	0	75.01	11.0105	25.0326	0	1.01	1.01	12.01	0	0	0	0	0	43.01	0	0	68.01	0
ENSMUSG00000026817	0	55.9408	0	0	18.01	64.02	12.01	1.01	611.735	380.02	1.01	278.21	0	1.01	2.01	48.01	1423.16	0	1.01	0	2.01	0	1.01	1.01	0	1.01	0	145.986	1.01	10.01
ENSMUSG00000036867	0	0	0	0	0	0	0	0	0	30.6891	0	0	0	0	0	0	0	0	0	0	0	29.01	0	0	0	0	0	0	0	0
ENSMUSG00000007891	0	243.52	1.01	2.01	1.01	83.02	50.02	104.02	8.01322	563.01	1.01	729.332	0	24.01	558.01	467.01	2.01	2.01	11.01	49.122	94.01	0	0	1.01	3.01	2.01235	3.01	92.0036	0	9.01
ENSMUSG00000031262	1.01	37.01	0	0	0	0	2.01	0	1.01	0	1.01	56.01	1.01	1.01	0	14.01	0	0	0	0	0	30.02	0	10.4563	7.01	0	611.29	10.01	0	14.01
ENSMUSG00000024789	131.02	14.01	1296.86	12.01	80.01	34.01	93.01	103.195	37.01	1283.37	519.5	912.758	0	56.01	391.01	143.059	1004.91	17.01	177.094	187.107	2.01	98.1133	330.01	388.038	1.01	116.01	354.019	154.02	326.858	42.01
ENSMUSG00000024900	28.01	2.01	113.247	0	0	32.01	58.01	0	157.847	458.01	0	0	1.01	37.01	3.01	0	0	0	0	1.01	44.01	0	199.036	0	66.01	0	0	19.01	160.01	45.01
ENSMUSG00000023991	0	0	0	0	0	0	0	0	0	115.02	2.01	0	0	10.01	0	0	0	24.01	0	0	0	0	0	32.01	0	0	0	0	0	0
ENSMUSG00000040254	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	1.01	0	0	0
ENSMUSG00000030314	0	13.02	1.01725	0	1.01	0	0	0	1.01013	0	0	2.08156	1.01011	0	0	34.01	1.0102	0	323.751	6.11434	0	0	0	1.01	0	0	0	21.01	5.0219	0
ENSMUSG00000022194	9.01	15.0199	0	0	0	3.01	0	8.13054	4.01	20.01	0	74.03	0	9.01	8.01	15.03	0	0	0	0	4.02	2.01	0	185.03	0	45.01	0	0	0	0
ENSMUSG00000102550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76569	0	0	0	0	1.40783	0	0	0
ENSMUSG00000042225	0	0	0	6.01	30.01	1.01	4.01	0	130.505	208.01	178.083	17.01	0	15.01	0	82.01	0	0	0	0	0	0	0	56.01	1.01	2.01104	0	6.03043	6.01	3.01
ENSMUSG00000068969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048696	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	63.0298	0	0	0	0	0	2.01	1.01	0	0	0	0
ENSMUSG00000024426	0	0	0	0	0	18.02	0	0	0	0	0	165.04	0	0	0	73.01	0	1.01	0	0	0	0	0	0	0	0	0	22.03	0	1.01
ENSMUSG00000029671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091898	0	0	6.82352	0	26.01	0	0	0	0	0	0	0	0	5.6464	0	6.70128	0	0	0	0	1.93959	1.13215	0	0	0	0	0	0	0	0
ENSMUSG00000036275	0	321.01	0	27.02	1.01	2.01	77.01	140.02	248.01	690.174	344.159	441.38	0	33.01	0	334.025	1.01057	1.01	1064.89	105.01	202.01	12.0261	0	276.081	0	0	0	105.01	53.01	27.01
ENSMUSG00000037822	29.0201	62.04	0	62.03	12.3107	46.0299	1.01	44.0497	0	189.556	215.67	392.03	1.01	35.7397	0	198.32	0	6.01882	0	38.04	0	0	0	152.01	1.01	1.01159	3.02	5.01	0	3.01
ENSMUSG00000052075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.57	0	0	0
ENSMUSG00000043300	41.01	24.01	0	0	0	0	0	0	0	175.01	0	217.01	0	0	0	0	0	0	646.416	0	0	1.01	0	0	0	0	0	51.01	210.01	56.01
ENSMUSG00000029578	0	28.02	4.16833	1.62892	4.01	0	38.03	5.01	1.01	435.001	0	1.02531	0	94.02	109.01	1.32352	0	1.01	0	8.09621	0	0	0	17.6169	0	156.467	4.01917	88.04	124.995	0
ENSMUSG00000038524	0	0	3.01048	0	0	0	0	0	0	111.095	2.01155	0	32.0415	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMUSG00000029817	0	10.01	0	16.01	247.011	83.01	51.02	25.01	2.01	377.03	427.486	182.129	14.0252	27.1445	91.0798	134.161	0	20.0145	0	5.02	13.01	2.01	140.01	468.09	1.01	26.01	632.64	4.01	39.0963	6.02
ENSMUSG00000009470	0	0	0	0	57.01	8.01	0	5.01	15.0121	0	0	21.01	0	3.01	0	2.01	0	0	0	4.01	0	0	2.01	0	0	0	0	10.01	6.01	43.01
ENSMUSG00000002396	0	0	0	4.01	0	0	0	0	0	0	0	0	2.01	1.01	0	2.01	0	0	0	0	0	0	0	14.0966	0	0	0	0	0	0
ENSMUSG00000058258	55.0183	33.01	1.01	0	0	97.9943	10.01	140.246	92.5099	0	6.01423	298.052	0	0	2.01	7.04944	0	0	1.01115	4.04195	0	75.8333	700.929	183.635	1.01	1.01	4.01033	185.01	0	18.01
ENSMUSG00000062991	94.04	0	714.008	111.016	0	1.01	0	0	593.01	0	0	189.03	0	0	0	0	0	5.02	0	0	0	0	0	0	0	29.01	0	0	0	0
ENSMUSG00000022221	61.01	0	1.01	0	123.157	0	9.04879	89.01	0	0	0	512.374	0	88.336	0	110.017	739.7	361.01	114.961	86.01	2.01	0	591.194	2.01	0	0	526.495	26.3834	20.01	35.01
ENSMUSG00000094372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046034	0	14.01	0	0	35.071	12.01	8.01	0	0	0	0	8.01	0	0	0	1.01	0	0	511.268	0	23.01	0	24.01	72.078	0	0	0	15.01	0	0
ENSMUSG00000032815	0	15.968	4.07095	0	0	0	0	0	1.01	10.01	7.2747	1.01	1.01	1.01	2.01	2.01	0	1.01	2.01	0	1.01	6.01	0	2.92789	7.41441	5.02	8.96691	3.02	2.01911	0
ENSMUSG00000036875	4.01	0	5.01	0	12.2695	0	0	0	0	0	0	0	0	0	0	1.01	0	3.01	0	0	0	1.01	0	2.6252	2.01	0	3.01	0	0	0
ENSMUSG00000074877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030257	0	0	4.03363	0	0	0	0	0	1.07298	1.01	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046748	0	0	0	171.261	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	8.83061	0	0	0	0
ENSMUSG00000106268	0	0	0	6.45911	2.19419	0	0	0	0	1.02997	33.0157	8.01	3.89772	0	0	0	1.01	0	0	1.01	0	0	0	1.01	0	0	0	0	0	0
ENSMUSG00000028865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090862	29.1755	123.522	2.01	2.01	147.436	61.4953	29.01	32.7019	550.22	272.93	139.37	188.927	107.01	24.0715	2.01	323.92	1008.34	1.01	147.371	62.4191	69.6826	53.2585	487.91	243.403	515.176	62.877	271.634	26.03	23.01	49.0765
ENSMUSG00000033096	0	30.01	0	0	0	0	62.01	0	1.01	0	0	0	0	0	1.01	0	0	0	0	0	18.0686	0	0	0	0	8.01	0	5.01	44.02	0
ENSMUSG00000007029	0	23.02	0	11.01	0	0	0	1.01	0	26.01	156.111	136.02	0	11.02	93.01	13.01	0	7.01	12.0118	29.02	0	2.01	124.122	3.01	0	0	10.01	23.01	0	43.02
ENSMUSG00000049882	0	0	0	0	39.01	0	0	0	0	128.01	0	1.01	0	0	0	0	0	0	0	0	36.01	28.01	0	0	0	0	0	13.01	0	0
ENSMUSG00000047710	25.01	0	561.01	0	92.01	11.01	0	11.02	0	0	64.0112	0	0	67.01	0	18.01	0	0	0	7.01	0	0	0	0	3.01	5.11809	0	10.01	0	42.01
ENSMUSG00000079286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054342	0	0	0	0	0	0	0	0	0	0	25.397	0	0	0	0	30.01	0	0	0	0	0	0	0	1.01023	0	0	0	0	0	0
ENSMUSG00000026849	16.01	73.01	0	0	0	0	0	0	538.503	619.76	0	0	0	16.1222	0	59.0577	754.01	0	10.01	0	53.2618	67.01	308.916	162.126	0	0	0	17.01	0	0
ENSMUSG00000094257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031861	0	0	0	15.3277	0	0	0	0	0	21.01	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMUSG00000081800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051515	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.7693	0	21.01	11.01	0	0	14.01	0	0	0	17.01	0	0
ENSMUSG00000084096	0	0	0	0	0	0	0	0	0	1.14778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0
ENSMUSG00000100679	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031802	10.3011	0	2.01	0	0	0	5.01	0	0	0	198.985	0	0	5.01	0	16.0176	0	2.01	0	0	0	0	0	0	0	49.8107	0	0	0	0
ENSMUSG00000081461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027194	0	0	0	113.01	161.01	0	0	0	611.01	0	0	0	0	40.01	0	0	0	0	0	22.01	0	0	0	0	0	0	0	14.02	0	0
ENSMUSG00000072754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020170	11.01	0	0	0	0	11.0212	0	0	0	0	74.4186	0	0	8.01	0	3.01	0	0	0	0	0	23.01	0	138.01	72.01	0	0	45.4377	0	3.01
ENSMUSG00000026109	3.01	0	0	93.1436	38.5477	6.68896	0	0	0	0	3.01215	0	25.5496	0	0	0	0	1.01	0	2.02	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022089	20.01	26.01	0	0	58.5547	0	0	0	1.01	1.01	0	0	0	8.01	0	1.01	0	0	0	41.01	0	19.01	0	0	1.01	0	0	35.01	7.01	23.01
ENSMUSG00000039983	0	26.495	1.01	0	1.02944	0	77.01	0	0	10.01	0	0	0	29.02	0	77.9524	0	0	0	0	0	0	0	199.144	0	0	0	0	0	38.01
ENSMUSG00000070798	0	0	33.01	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003848	39.01	0	0	0	11.01	0	55.0777	0	0	170.01	0	20.02	0	139.01	27.02	284.02	0	0	0	0	0	12.01	0	1.01	786.03	0	493.399	0	0	0
ENSMUSG00000046792	0	1.01	0	0	0	0	0	0	0	0	30.01	0	0	4.01	0	0	0	0	0	0	2.01	8.01	0	72.01	0	0	0	0	29.01	0
ENSMUSG00000050423	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078887	0	2.38419	0	0	7.88528	0	0	0	0	9.63321	0	4.70805	0	3.00423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033953	0	41.01	0	0	0	0	0	84.01	15.01	166.01	0	36.0111	0	41.01	0	8.01	1.01	0	0	0	0	0	0	271.942	1170.01	27.01	0	22.01	65.01	0
ENSMUSG00000002897	3.17176	23.01	0	0	0	0	1.01401	0	0	190.072	301.011	137.835	0	8.01	266.261	62.9925	0	6.05379	1.01	0	9.01381	10.9796	0	143.022	264.079	0	0	30.3531	84.03	4.01
ENSMUSG00000025586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033488	0	0	3.94803	24.1588	4.61877	24.7888	0	0	0	6.07446	16.4035	130.146	0	0	6.72334	0	0	0	0	1.01	0	0	0	6.1609	6.38509	1.01	0	0	0	0
ENSMUSG00000032750	3.28208	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4171	0	0	0	0	0	0	48.01
ENSMUSG00000067189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022066	0	41.7161	52.0477	41.642	9.38156	0	0	0.51	0	2.02886	5.16482	0.517774	1.01	18.52	6.32422	1.01013	0.51	0	118.32	0	0	0	0	0	0	2.70461	0	14.8424	0	17.6959
ENSMUSG00000030753	15.01	0	0	1.0108	1.37389	0	0	0	0	0	0	0	0	37.02	0	78.01	0	1.04528	0	0	0	6.01	0	0	1.19033	0	0	0	0	0
ENSMUSG00000040711	0	2.01	9.96804	0	70.01	28.01	71.01	0	4.01	24.01	0	1.1622	0	33.01	0	7.01	1.01	1.01	2.02085	5.01	12.01	0	0	215.139	1.01	0	1.01	29.01	99.01	5.01
ENSMUSG00000040225	92.0404	104.314	931.678	236.928	119.038	263.605	279.462	14.03	756.215	892.317	1371.13	383.108	2.01061	99.1129	521.985	153.121	1.01	198.061	1191	302.115	29.03	132.633	375.72	744.765	291.626	74.04	92.24	183.195	359.61	18.02
ENSMUSG00000079108	229.348	47.176	307.636	162.236	7.05231	86.2059	87.02	1.01	8.01	291.094	0	332.137	0	86.0338	71.0421	352.032	0	23.0123	0	57.8823	0	33.0436	247.56	81.3625	0	362.02	0	28.01	61.1035	17.4034
ENSMUSG00000031379	0	20.01	0	0	0	82.0301	0	0	413.01	12.01	0	0	0	0	0	64.088	0	0	0	0	0	0	0	0	0	0	0	1.01	46.01	0
ENSMUSG00000038539	0	6.01	60.01	0	0	7.67171	20.01	0	0	5.01	183.01	6.01	0	17.01	0	71.01	0	168.01	0	12.01	36.01	3.01	163.02	0	0	7.01	2.01	26.01	87.248	6.01
ENSMUSG00000067161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048332	0	86.01	0	1.14885	70.2746	0	35.01	52.3056	634.286	0	2.04323	185.175	4.01429	0	0	59.9666	0	0	0	2.03096	73.01	1.01	273.424	149.689	294.02	0	0	29.0338	205.01	1.01
ENSMUSG00000033793	5.01	0	553.391	8.01	7.77983	51.02	0	16.01	3.01049	0	351.082	202.674	0	14.01	500.02	63.0746	0	2.12397	379.03	1.01	8.01	0	341.03	28.01	0	35.01	1.01	10.01	0	18.01
ENSMUSG00000044066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	19.02	0	0	0	1.01	1.01	29.3732	0	0
ENSMUSG00000033983	2.01	0	0	0	0	0	5.01	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	2.01	0	0	0	0	0	17.01	38.0361	0
ENSMUSG00000092225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01454	0	0	0	0	0	0
ENSMUSG00000031523	2.01	34.0722	23.3052	7.94092	38.4948	1.01	0	1.01	0	41.953	1.01274	0	3.03749	16.01	699.263	5.16676	0	0	364.204	0	0	19.6553	0	67.3825	314.418	3.01	0	0	6.06176	2.01
ENSMUSG00000024213	0	28.01	1.01	219.02	55.01	20.01	2.01	0	82.01	130.01	143.01	66.01	409.989	50.02	0	71.07	317.01	0	0	6.01	23.01	24.01	228.02	325.627	0	53.01	0	8.01	127.01	37.01
ENSMUSG00000026114	0	0	1.0553	6.04643	1.01	0	0	0	0	0	1.0123	1.01	2.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMUSG00000047911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0
ENSMUSG00000028614	0	47.01	0	0	1.01	0	0	0	1.01	529.039	0	0	0	0	0	0	0	3.01	0	0	0	0	0	107.02	0	0	1.01	42.02	0	0
ENSMUSG00000040139	0	0	0	0	1.01	7.01	0	0	0	0	0	0	0	20.01	0	0	0	2.88417	0	0	0	0	1.01	2.01	0	2.01	0	0	0	0
ENSMUSG00000048376	0	67.01	0	1.01	0	0	72.01	0	0	0	0	16.01	0	30.01	0	49.01	0	0	0	0	1.01	0	132.726	94.3109	0	0	0	75.01	0	0
ENSMUSG00000084185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045877	0	0	0	0	0	0	0	0	0	0	0	0	3.05117	0	0	0	0	0	0	0	0	0	0	1.01	0	10.8665	0	0	0	1.01
ENSMUSG00000081319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060181	0	0	0	0	2.01	0	0	0	0	0	66.01	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	6.01	0	0
ENSMUSG00000105865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048120	0	0	24.5717	0	0	0	0	0	0	0	0	0	0	0	0	103.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003380	40.7557	15.01	0	0	0	35.01	0	40.01	336.818	352.889	0	222.833	1.01	8.01	0	110.01	352.74	0	0	9.01	16.01	80.02	276.01	3.01	0	0	0	18.0688	0	11.02
ENSMUSG00000093774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0	0	5.01	0	0
ENSMUSG00000030731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019966	85.01	0	0	154.02	140.064	7.01	0	3.01	348.213	131.01	378.01	0	0	1.01	8.01	0	1.01	0	0	1.01	0	0	617.009	0	1067.01	14.01	1.01	20.01	0	1.01
ENSMUSG00000045761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039239	0	0	0	0	54.0203	0	0	0	0	173.057	0	3.01	0	23.02	0	0	0	0	0	0	47.02	0	0	0	0	4.01	0	0	0	0
ENSMUSG00000058579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006542	0	0	1.02	0	0	0	0	0	1.02	0	0	0	1.0426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
