gene	21373_3_7	21373_3_8	21373_3_21	21373_3_31	21373_3_32	21373_3_50	21373_3_63	21373_3_64	21373_3_99	21373_3_113	21373_3_124	21373_3_131	21373_3_137	21373_3_138	21373_3_154	21373_3_158	21373_3_163	21373_3_167	21373_3_178	21373_3_188	21373_3_191	21373_3_192	21373_3_195	21373_3_208	21373_3_210	21373_3_219	21373_3_231	21373_3_233	21373_3_252	21373_3_275	21373_3_276	21373_3_295	21373_3_302	21373_3_310	21373_3_319	21373_3_326	21373_3_333	21373_3_341	21373_3_342	21373_3_360
ENSRNOG00000051688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009658	4.01	0	92.01	0	0	0	197.01	108.01	0	2.01	71.01	0	218.01	16.01	0	1.01	0	0	32.01	0	0	0	0	0	9.01	0	0	0	242.01	227.01	0	187.01	0	1.01	610.01	66.1073	1.01	270.01	0	112.01
ENSRNOG00000047300	0	0	1.01	0	55.01	0	5.01	0	0	0	0	31.01	0	0	0	66.062	1.01	0	0	0	0	0	0	0	0	19.0189	137.07	0	0	0	0	2.01	85.01	0	416.01	26.7808	188.01	0	0	0
ENSRNOG00000061695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003732	5.01	112.01	0	0	0	54.6939	0	32.01	0	0	0	11.01	162.01	0	24.01	0	1.01	333.01	0	0	0	0	0	1.01	353.188	143.01	0	0	145.01	0	0	55.01	0	31.01	0	10.01	0	0	0	295.01
ENSRNOG00000012671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002625	0	39.01	0	51.01	31.01	0	0	50.01	0	0	0	0	0	0	0	0	259.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003858	246.974	340.211	508.01	107.01	86.01	132.01	568.826	208.01	478.01	0	190.01	343.01	210.01	89.01	204.01	0	61.01	599.01	86.8382	39.01	0	71.6807	687.01	192.218	393.01	523.01	159.01	0	664.01	118.01	0	322.01	275.01	106.01	368.037	294.217	776.445	1096.01	126.01	393.369
ENSRNOG00000011096	0	0	0	0	0	0	0	73.01	0	0	0	0	0	0	0	100.01	35.9069	0	64.01	22.01	0	0	0	67.1349	0	0	0	0	0	7.72226	0	0	0	0	0	0	0	531.286	0	6.01
ENSRNOG00000028403	0	0	1.01	79.01	25.01	0	0	0	0	0	0	0	2.01	29.01	0	0	0	0	0	0	0	0	0	78.01	0	0	291.01	0	0	0	117.01	204.006	0	0	0	0	0	0	2.01	0
ENSRNOG00000022426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037851	64.01	0	0	0	26.01	13.01	0	0	0	121.01	8.01	0	360.008	5.01	0	0	0	0	0	0	0	0	0	0	0	30.01	199.667	1.01	83.01	0	0	2.01	0	0	0	0	20.01	124.01	57.2395	0
ENSRNOG00000003163	246.01	301.01	338.01	457.385	41.01	219.142	580.454	147.449	597.916	0	137.01	26.01	0	44.01	10.01	207.01	226.01	33.5669	140.01	57.01	0	18.128	382.01	350.054	360.01	456.699	389.594	0	21.01	319.069	178.01	464.611	1.01	61.01	0	49.01	549.101	341.27	438.323	669.542
ENSRNOG00000007291	37.01	39.01	32.01	0	53.01	0	0	0	46.01	0	42.01	67.01	0	27.01	0	0	0	0	39.01	4.01	0	0	0	123.014	0	0	0	0	165.01	0	0	0	0	0	0	0	1.01	0	0	0
ENSRNOG00000032991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014048	1.01	72.0694	0	39.9859	13.7901	0	0	156.837	259.59	0	0	31.364	0	36.832	38.1257	1.01	0	0	1.01	0	0	58.006	429.927	130.481	0	114.823	71.1795	0	0	0	56.3556	684.566	249.217	12.6934	97.3968	0	4.01665	0	0	189.924
ENSRNOG00000007241	81.01	35.01	78.01	64.01	84.2269	99.01	105.01	76.01	356.01	1175.4	101.01	160.086	210.39	123.073	69.0706	0	81.3313	664.652	14.0576	54.02	160.01	0	90.01	231.02	116.01	118.286	585.633	250.833	300.01	160.082	1.01	355.127	132.08	76.02	114.063	69.01	152.009	0	22.01	160.105
ENSRNOG00000055564	0	0	0	0	0	0	0	0	0	320.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.01	0	0	0	0	0
ENSRNOG00000054413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003882	0	118.01	0	29.01	2.01	46.01	4.01	0	0	16.6328	0	0	0	0	225.02	0	0	0	18.01	0	0	0	0	60.01	1.01	12.01	242.02	0	0	47.01	0	0	0	0	18.0412	0	0	0	0	0
ENSRNOG00000051268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009781	340.01	884.949	159.01	274.632	145.01	276.01	61.01	126.01	333.01	7.01	21.01	365.01	242.01	21.01	729.02	185.204	330.153	70.01	76.01	79.1749	0	3.01	243.01	168.03	494.01	83.5287	179.274	0	215.137	417.01	123.213	895.58	12.0178	24.01	400.157	150.01	159.126	553.105	180.01	434.01
ENSRNOG00000045778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058618	6.01	0	0	87.01	1.01	0	0	56.0319	66.8695	0	25.01	0	0	0	0	0	27.01	0	0	0	0	0	0	24.01	52.01	92.01	0	0	78.01	0	0	0	0	0	0	0	0	0	15.01	0
ENSRNOG00000005568	0	0	0	136.44	3.01	0	0	2.03859	14.8845	0	0	0	0	0	66.01	52.01	0	0	0	0	0	0	0	3.12452	1.01027	0	10.0353	1.01539	0	0	0	0	0	0	204.401	23.1743	0	256.091	70.01	0
ENSRNOG00000018700	3.71882	3.01007	0	2.38265	0	0	2.1756	4.09382	2.10764	19.3237	0	0	4.41575	0	0	1.18217	0	11.5189	0	1.01037	4.01	0	17.1539	0	2.67446	0	0	7.74909	0	0	2.04276	0	4.02351	2.01012	0	0	3.25459	6.09362	0	0
ENSRNOG00000049944	0	0	0	101.746	0	0	0	0	261.539	0	0	0	0	13.8526	0	0	0	0	0	0	0	0	0	0	0	0	0	77.357	0	0	0	0	0	0	0	0	0	0	0	219.782
ENSRNOG00000000505	538.548	376.769	424.274	498.226	305.255	445.83	743.263	441.473	626.694	54.01	182.167	550.813	23.0592	203.234	459.385	602.944	703.919	185.904	130.481	169.904	191.614	81.8862	1328.22	440.312	613.572	234.6	528.238	72.7054	916.522	646.353	147.999	1188.55	548.298	326.639	437.229	298.803	266.93	1018.66	639.325	416.786
ENSRNOG00000058975	0	1.01	0	0	6.01	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	87.01	0	8.01	0
ENSRNOG00000045926	0	94.01	0	0	0	81.01	0	4.01	0	0	1.02733	0	1.01	0	0	0	27.0268	1.01	1.01	30.01	0	14.01	2.02135	10.01	0	0	0	0	258.01	279.01	61.01	0	105.01	85.01	1.01	6.01	0	0	129.01	0
ENSRNOG00000008713	89.9001	0	0	158.574	28.3107	24.3831	328.114	23.7177	54.2108	0	48.7568	0	0	9.01	0	28.495	0	3.20599	11.1978	40.8244	291.026	0	1.06984	1.01	355.953	105.399	154.492	2.11175	60.6348	143.495	51.8801	154.453	291.436	87.0151	23.1084	52.4428	322.042	1.05661	0	21.6847
ENSRNOG00000053945	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013521	0	59.5427	0	103.488	22.2283	0	79.0598	40.0341	58.0336	21.403	35.01	0	0	0	0	0	0	6.02097	14.078	36.01	1.35286	0	0	40.3284	0	10.01	84.8702	0	8.63079	210.486	66.7281	1.09422	226.798	0	1.03471	0	5.16614	0	46.01	0
ENSRNOG00000012718	0	0	0	6.01	0	0	33.01	0	27.01	1.01	0	0	0	32.01	1.01	0	33.01	0	5.01	0	6.01	0	197.01	73.01	0	0	60.9812	85.01	400.01	25.01	8.01	0	0	0	0	0	0	0	6.01	12.01
ENSRNOG00000059928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.6628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	7.04524	0	0	15.4449	0	0	0	0	0	79.7281	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015502	0	74.01	72.0989	0	14.1416	0	0	0	93.4514	0	0	0	44.4343	33.7318	24.1905	35.4231	0	0	0	0	0	0	0	0	4.08741	37.8801	0	35.0149	74.5842	0	0	63.0089	0	0	0	0	0	83.2652	0	61.9325
ENSRNOG00000055846	19.2702	17.5411	0	5.86046	9.1158	5.30063	0	0	17.2913	66.0636	0	17.2591	24.1626	8.81934	23.6038	13.8611	26.4037	123.421	3.46905	58.6752	74.833	9.90913	36.5031	9.54433	36.7745	119.66	14.8241	70.7877	0	39.2746	14.0613	6.00584	66.4053	0	0	0	0	71.1971	21.7407	40.8331
ENSRNOG00000002997	287.387	109.852	1.01263	0	141.061	1.33103	54.8333	16.1037	512.106	7.73143	1.01	452.088	1.30743	97.01	52.01	264.554	4.5283	0	0	19.01	0	21.01	0	230.49	212.01	3.0241	2.28936	4.86841	1.17815	12.2405	97.619	1.01222	0	159.306	0	0	3.04375	1.02084	80.4458	105.401
ENSRNOG00000027436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.4755	0	0	0	0	0	0	0	70.0305	0	0	0	0	0	108.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003865	6.40383	5.07505	0	4.09445	2.57237	6.66066	3.18435	4.03155	5.28341	71.3164	9.10834	11.8651	38.1506	1.01185	10.0701	0	46.1176	52.1563	0	0	79.5411	0	41.3132	6.95629	2.83246	62.8237	44.9114	13.8952	0	10.5418	0	1.03215	29.3534	0	34.2587	11.3679	58.1674	31.8068	3.86468	6.40775
ENSRNOG00000023628	0	0	200.01	0	0	3.01	0	145.01	738.794	0	0	0	678.236	0	0	176.01	0	525.01	0	0	0	0	0	0	0	38.01	0	0	0	0	0	0	282.01	0	0	0	158.01	467.01	0	60.01
ENSRNOG00000010977	556.01	430.01	218.01	0	14.01	16.01	131.01	63.2136	0	1.01016	0	113.249	515.01	39.01	114.01	265.01	1.01	1.01	0	0	0	87.01	373.01	89.01	153.256	1.01	97.244	0	109.01	329.01	62.01	163.01	130.01	118.01	1.01	2.01	1305.1	336.562	69.01	242.388
ENSRNOG00000007982	0	0	0	0	0	0	12.0126	0	0	0	0	1.01	175.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.01	0	0	0	0	0	0	0	0
ENSRNOG00000023972	230.01	95.01	36.01	27.01	0	61.01	133.01	0	1.01	30.0167	0	255.01	89.01	48.01	199.01	2.01	124.01	0	32.01	12.01	67.9831	0	44.01	30.01	55.01	0	528.01	0	0	314.1	0	147.01	656.01	66.01	0	23.01	621.6	950.315	71.01	0
ENSRNOG00000051813	0	0	0	62.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	1.01	0	0	0	0	0	2.01
ENSRNOG00000024506	0	0	0	0	0	0	0	0	0	0	0	84.01	0	0	130.01	0	751.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSRNOG00000061215	0	50.01	0	0	0	0	0	63.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.01	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	0
ENSRNOG00000018262	0	0	0	0	0	0	0	102.01	0	0	55.01	0	0	0	0	0	0	0	64.0258	0	0	0	0	0	0	0	32.021	0	0	0	0	603.01	0	0	1.01	0	0	0	0	0
ENSRNOG00000020651	136.01	0	114.01	550.01	105.01	0	612.441	58.01	328.01	17.042	34.01	138.01	0	69.01	24.01	57.01	0	0	18.01	80.01	183.01	0	582.01	258.01	401.01	120.01	582.085	0	290.01	335.046	140.01	1124.63	0	96.01	186.01	55.01	2.01	0	203.01	0
ENSRNOG00000002225	95.01	71.01	9.01	0	42.01	0	303.332	126.01	106.01	0	12.01	10.01	0	0	0	116.01	0	0	0	0	0	0	217.01	1.01	150.125	205.01	0	0	0	122.01	0	0	312.01	0	0	0	128.01	0	0	207.01
ENSRNOG00000014766	102.01	0	0	0	42.01	54.01	0	0	26.01	0	0	0	152.01	0	104.01	0	23.01	423.01	34.01	24.01	0	0	0	30.01	1.01	178.01	0	0	257.01	0	43.1901	48.01	0	36.01	2.01	6.04681	0	0	0	0
ENSRNOG00000014698	0	0	0	0	0	0	1.01	0	0	2.17541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83351	0	1.01	0	0	0	0	0	0	1.10036	0	0	0
ENSRNOG00000019990	0	67.01	0	0	15.01	0	0	30.01	45.01	1.01	16.01	58.01	0	0	0	0	0	0	13.01	0	0	0	0	0	53.01	0	0	170.01	0	3.01	17.01	0	0	0	0	14.01	0	0	0	44.01
ENSRNOG00000053240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003526	0	0	0	0	0	0	0	0	1.01147	8.24823	0	0	0	1.08799	0	1.01	0	0	0	0	19.5768	0	0	0	4.07308	0	0	0	0	0	0	0	0	0	0	0	6.25987	0	0	0
ENSRNOG00000014347	0	0	0	0	0	0	20.01	0	0	0	0	35.01	0	0	0	43.01	0	0	0	8.01	0	0	0	2.01104	0	0	0	0	39.01	0	6.01	0	0	0	0	18.01	0	0	0	0
ENSRNOG00000001241	0	0	25.01	0	0	0	0	0	170.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004967	45.01	6.01	80.01	59.2539	5.01	7.01	384.01	119.01	183.01	2.01	0	78.1956	57.01	39.01	22.01	159.01	163.226	39.01	29.01	25.01	26.0573	66.6984	191.944	49.01	174.01	96.01	130.118	0	92.5648	0	3.01	197.236	0	11.01	290.306	31.01	29.01	0	1.01	92.5458
ENSRNOG00000052876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007203	121.855	2.04618	154.674	206.85	71.0502	0	143.48	144.223	404.426	113.215	41.102	225.529	494.361	89.7151	246.712	170.539	1.09045	2.49577	60.7865	64.9512	2.29784	0	297.901	203.794	267.862	0	41.4559	2.1341	184.631	432.057	204.297	806.145	1.11972	97.1135	1.05547	132.127	131.308	427.112	115.736	338.594
ENSRNOG00000032776	51.01	1.01	86.01	194.01	6.01	78.01	179.01	338.934	223.01	0	0	104.01	197.01	156.01	201.01	304.853	0	0	8.01	110.01	0	0	567.01	434.01	581.01	143.01	0	1.01	266.01	0	54.4015	773.323	163.01	138.01	0	0	173.01	1120.99	106.01	487.01
ENSRNOG00000001963	466.016	1527.11	744.597	139.048	196.774	1246.96	333.923	1004.81	1551.69	150.6	0	735.802	1287	309.49	1484.88	380.079	11.0504	582.206	246.03	44.1162	753.865	142.837	7.01	1.01	355.653	3786.08	2154.43	54.4314	1793.53	1563.04	73.0526	2065.47	4804.95	491.489	718.262	45.01	2748.29	4496.54	0	1670.72
ENSRNOG00000019223	634.03	258.02	242.02	371.01	181.02	193.01	696.951	591.373	280.82	2.01	192.654	335.91	370.01	58.02	562.03	607.03	648.515	259.019	114.02	252.342	0	7.01	1103.01	185.02	813.607	284.399	86.1573	0	280.01	642.02	260.645	1056.81	150.01	241.02	221.03	159.693	386.01	26.01	275.581	638.384
ENSRNOG00000032630	30.01	29.01	102.01	45.01	54.01	0	0	0	105.01	0	12.01	37.01	39.01	0	0	74.3843	73.971	0	22.01	35.01	0	59.01	14.01	24.0636	0	0	5.21291	3.01	0	51.01	18.01	90.01	102.01	39.02	0	0	0	45.01	19.01	0
ENSRNOG00000003578	0	0	45.01	189.01	0	137.258	97.01	52.01	131.01	4.01	1.01	0	1.01	0	0	0	0	0	22.01	0	0	0	0	36.01	120.01	0	215.01	0	10.01	17.01	0	187.01	324.01	0	38.01	0	0	0	0	0
ENSRNOG00000002036	84.01	0	32.01	6.01	44.01	12.01	0	0	0	0	31.01	0	134.865	0	0	0	0	45.8177	1.01	2.01	0	0	19.01	0	27.8789	185.01	0	0	0	23.0233	9.01	0	78.01	0	0	0	0	0	0	0
ENSRNOG00000002074	0	0	0	0	0	0	0	86.02	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.01	0	0	223.192	0	0	0	0	0	0	0	0	643.02	0	0
ENSRNOG00000005963	245.803	165.764	188.01	250.01	128.758	16.01	531.666	209.929	572.772	75.01	129.01	271.662	223.567	75.01	1.01	364.419	277.786	13.01	101.01	115.706	76.9141	76.227	717.01	224.01	267.01	134.497	58.7318	0	284.01	560.01	118.01	68.01	143.462	182.873	1.01	47.01	245.01	491.01	185.696	572.01
ENSRNOG00000017641	3.01	0	0	1.01	15.01	1.01	0	1.01	229.01	92.01	0	182.02	1.01	29.02	39.02	7.01	3.01	0	0	0	0	0	32.01	27.01	1.01	0	0	0	16.01	5.01	1.01	0	1.01	9.01	187.153	7.07234	26.0205	221.01	0	45.01
ENSRNOG00000022502	32.4125	2.02922	16.1489	28.1499	38.9305	42.2285	10.3733	13.4797	75.0484	8.32158	0	9.1607	28.8022	66.08	110.44	237.007	93.603	6.64731	2.0176	4.13568	103.725	35.5887	19.5006	15.7265	28.5536	74.6128	252.443	96.2033	54.2412	105.837	9.14765	471.456	9.24631	28.2011	152.386	0	0	26.4569	76.6439	22.2702
ENSRNOG00000056946	5.01	79.01	291.01	0	52.01	0	0	15.01	204.975	8.01	0	6.01	0	2.01	0	60.01	0	429.01	0	20.01	16.01	14.01	249.01	14.01	161.01	1.01	174.01	0	2.01	156.01	0	0	0	0	114.01	12.01	6.01	5.01	56.01	0
ENSRNOG00000013938	0	0	0	0	0	0	0	25.1712	3.01	0	0	13.01	0	0	0	0	65.01	0	1.01	0	0	0	0	0	6.01186	0	0	0	0	155.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004670	1.01	0	0	206.02	40.01	0	0	96.01	473.01	0	20.0907	0	483.02	99.01	0	0	427.312	0	0	56.01	0	0	1.01	3.01	137.01	0	0	0	232.01	164.01	63.01	0	0	69.01	0	0	0	0	117.171	0
ENSRNOG00000015271	0	2.10303	1.05764	0	1.09268	1.27972	0	0	3.58076	1.27069	0	0	0	0	0	0	18.1301	1.17092	0	0	5.37249	1.17481	4.16518	0	0	5.55558	96.962	3.198	0	1.24384	0	0	3.10763	0	0	0	12.3182	0	1.25022	0
ENSRNOG00000016794	1.01	175.01	162.01	55.01	32.01	0	182.01	0	193.808	0	0	110.205	0	0	185.439	0	0	0	0	18.01	0	0	225.688	0	63.01	0	1.01	1.01	0	0	0	475.01	119.709	48.01	0	37.1708	259.665	19.01	87.01	257.01
ENSRNOG00000054796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001834	0	6.01	0	0	14.01	9.01	0	0	1.01	0	0	33.01	101.01	38.01	56.01	0	355.01	0	13.01	0	0	0	79.01	0	17.01	88.154	0	0	0	40.071	0	91.1071	0	23.01	0	1.01	0	195.01	81.01	8.01
ENSRNOG00000015008	0	0	0	0	0	1.01	0	0	1.01	7.01	0	0	0	0	0	0	0	5.01	0	0	0	1.01	2.01	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004169	0	0	0	0	0	0	0	0	157.01	0	66.01	0	0	1.01	130.01	0	187.01	0	0	17.01	0	0	0	13.01	17.01	0	0	28.01	83.01	0	59.01	182.01	0	49.01	0	2.01	0	0	11.01	0
ENSRNOG00000050205	10.3077	3.95449	4.45018	8.67321	1.86994	6.6431	6.48236	0	2.83533	12.541	6.57474	7.25917	39.1456	3.62398	0	0	1.35365	1.26012	0	5.37905	1.32405	0	23.1498	2.05156	0	36.0976	9.61798	35.6263	0	0	0	20.7472	11.3384	5.05923	20.2451	0	0	21.2674	1.16606	5.48264
ENSRNOG00000014516	699.579	244.01	44.0877	92.01	38.01	310.01	187.01	1.09244	550.137	0	0	75.9779	704.15	928.861	145.276	325.01	319.404	2.30666	55.01	21.01	0	1.01	211.844	401.524	88.0549	286.01	234.01	0	104.01	462.034	351.01	458.278	20.01	1.01	0	1.01	3173.25	558.09	184.01	1.01
ENSRNOG00000018765	0	0	0	0	0	173.589	0	0	10.01	0	0	0	0	0	21.01	105.409	0	0	0	0	0	0	0	32.01	0	0	60.01	0	0	0	0	0	0	0	0	0	16.01	1.01	0	0
ENSRNOG00000031273	1.1354	0	0	0	0	0	0	0	0	0	0	0	25.5248	1.16568	1.24686	0	0	70.8074	0	0	1.11781	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2044	0	0	1.15837	0	0
ENSRNOG00000046472	164.02	0	2.01	78.02	74.02	161.742	61.02	77.01	512.02	1.01	14.01	1.01	0	0	0	33.0869	2.01035	42.0434	77.02	16.01	0	0	0	100.02	321.02	0	32.01	0	24.02	325.179	0	89.0805	249.02	82.02	4.04551	10.02	1.01	1.01	85.02	361.02
ENSRNOG00000005907	0	1.01	0	0	32.01	0	2.01011	69.01	2.01	71.01	46.01	0	1.01	1.01	37.0736	0	2.01018	0	72.01	34.01	3.01	1.01	2.01	115.779	0	135.813	1.51883	30.956	170.01	377.982	0	1.01824	5.01	0	3.01	21.01	1.01	4.01	1.01017	0
ENSRNOG00000023271	1.01	16.01	392.02	274.02	55.02	0	351.294	445.02	217.02	1.01	43.02	103.02	105.02	26.02	181.02	235.02	0	0	27.02	15.02	0	1.01	59.1052	210.02	308.957	0	236.02	0	108.02	160.02	171.52	585.614	81.1292	120.02	2.0116	0	3.01	0	114.02	219.02
ENSRNOG00000050497	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020115	0	0	2.01	70.01	19.01	100.01	311.01	220.01	175.01	17.01	64.01	0	299.01	17.01	0	111.01	316.01	0	33.01	0	0	0	221.288	159.01	0	0	69.01	0	12.01	0	23.01	333.01	0	0	66.01	0	422.679	1.01	237.465	70.01
ENSRNOG00000020330	0	0	0	0	0	0	0	0	108.01	0	0	0	0	0	0	134.01	78.01	0	0	0	0	0	0	65.01	70.01	0	0	0	0	0	0	114.01	0	0	2.01	0	0	0	0	0
ENSRNOG00000001596	31.01	45.01	69.01	122.01	66.01	81.01	237.402	90.4137	308.01	22.1073	35.01	47.01	29.01	2.01	58.3644	24.01	171.518	64.169	28.01	38.01	0	87.01	386.246	85.3669	53.1485	24.01	3.01	0	1.01	146.001	30.2859	119.01	62.01	26.01	6.01	61.4351	80.2735	228.01	62.01	10.01
ENSRNOG00000001409	37.01	6.01	118.01	101.01	49.01	61.01	101.01	79.01	263.01	3.01	18.01	136.01	3.01	5.01	0	117.01	98.01	12.01	55.01	54.01	0	66.01	8.01	14.01	62.01	85.883	1.01	0	151.01	395.01	33.01	447.278	0	45.01	39.01	50.01	93.01	13.01	40.01	164.01
ENSRNOG00000010409	0	81.1812	0	0	53.01	0	11.01	11.01	136.01	21.01	0	0	247.02	2.01	2.01	0	0	0	0	0	0	43.02	0	12.02	0	0	0	0	0	0	0	64.01	0	43.02	0	0	0	0	0	0
ENSRNOG00000028461	43.01	118.01	268.01	636.01	7.01	16.01	510.01	150.01	97.01	391.01	79.01	79.01	215.01	369.01	900.01	211.01	898.01	2.01	81.01	5.01	166.01	0	339.285	34.01	249.01	206.01	592.216	36.01	184.01	323.01	121.01	837.01	262.01	0	847.22	206.01	216.485	287.01	17.01	0
ENSRNOG00000009977	26.01	82.01	0	234.01	20.01	0	161.065	114.01	230.01	34.0208	82.1656	119.01	304.01	132.01	101.01	50.01	24.01	0	10.01	35.01	115.071	0	0	86.01	244.116	98.1225	0	0	194.01	391.01	80.01	953.383	0	100.01	1.01	0	0	0	80.01	371.01
ENSRNOG00000008610	62.01	28.01	0	0	0	0	1.01	60.01	71.01	0	0	0	0	0	0	332.01	0	0	17.01	0	160.159	0	0	90.01	44.01	0	0	0	163.01	112.389	0	100.01	0	1.01	0	0	0	0	0	130.01
ENSRNOG00000020062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056962	0	0	42.5038	0	0	0	0	0	94.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.01	0
ENSRNOG00000027145	90.01	74.01	165.01	56.01	0	0	0	0	132.01	4.01	0	0	0	6.01	1.01	0	0	0	0	0	0	0	0	0	0	498.547	0	1.01	0	0	0	1.01	1.01	1.01	3.01	0	1.01	0	0	0
ENSRNOG00000054901	19.01	0	0	49.01	2.01	70.01	0	101.01	79.01	6.01	17.01	0	0	0	115.01	0	12.01	1.01	0	2.01	0	0	0	67.0337	0	0	0	0	0	138.01	0	22.01	0	2.01	390.066	0	0	174.01	0	0
ENSRNOG00000008786	18.01	0	172.01	173.01	9.01	0	1.01	105.01	19.01	0	3.01	2.01	0	0	2.01	0	0	0	16.01	0	0	0	0	3.01	0	0	0	0	0	6.01	0	248.165	0	48.01	1.01	0	0	0	0	0
ENSRNOG00000042201	1.32694	12.54	2.0768	7.46628	7.39616	46.2952	14.5988	12.477	15.8623	106.728	18.2536	12.082	15.1741	9.33513	15.3938	33.5913	117.032	46.8389	0	1.56074	124.94	0	20.7229	19.0027	21.6961	13.0434	81.7459	187.836	1.0685	16.8877	5.50163	35.2131	16.3316	6.61071	35.5724	12.3557	7.55845	20.9978	21.4788	9.55292
