gene	21373_3_39	21373_3_72	21373_3_77	21373_3_78	21373_3_91	21373_3_92	21373_3_96	21373_3_104	21373_3_109	21373_3_110	21373_3_117	21373_3_128	21373_3_133	21373_3_142	21373_3_155	21373_3_156	21373_3_179	21373_3_205	21373_3_229	21373_3_230	21373_3_242	21373_3_259	21373_3_260	21373_3_266	21373_3_291	21373_3_292	21373_3_298	21373_3_305	21373_3_315	21373_3_316	21373_3_322	21373_3_330	21373_3_372
ENSRNOG00000009683	3755.01	1262.01	2556.01	387.01	3278.83	318.01	435.01	2698.98	1135.01	1626.95	2548.67	440.01	865.01	886.787	2190.01	2052.79	2335.71	2456.01	3332.77	454.01	1325.63	2624.5	1308.36	727.01	1715.67	2294.01	1667.01	3061.3	2139.01	527.01	613.01	851.01	688.01
ENSRNOG00000010121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005123	232.01	0	334.01	20.01	177.01	29.01	44.01	65.01	89.01	21.01	0	28.01	1.01	92.01	273.01	107.01	101.01	171.905	0	0	0	1.01	91.01	25.01	68.01	93.01	37.01	113.01	283.01	19.01	21.01	37.01	31.01
ENSRNOG00000009068	27.01	23.01	99.01	15.01	70.01	20.01	43.01	44.01	49.01	78.01	155.01	39.01	101.01	13.01	1.01	49.01	161.959	36.01	61.01	46.01	103.01	119.01	128.01	32.01	260.01	33.01	244.01	1152.8	58.1323	12.01	28.01	60.01	32.01
ENSRNOG00000059552	0	0	0	45.02	1.01	0	17.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.01	0	25.6764	0	0	0
ENSRNOG00000046195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028690	235.834	191.683	254.139	56.3447	182.788	40.9241	25.9362	145.914	146.165	106.224	182.121	44.7824	127.546	59.2154	310.193	134.445	265.452	287.004	170.385	56.1521	187.84	159.548	113.133	53.266	351.011	224.622	236.22	39.4769	179.448	26.1485	62.085	62.0153	51.3332
ENSRNOG00000014256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018665	0	0	0	0	0	0	1.01	20.01	0	0	0	0	0	0	18.01	11.01	6.01	0	0	1.01	13.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030447	0	0	0	0	2.07704	0	0	0	0	0	0	0	0	0	1.01657	0	1.03377	0	0	0	0	0	0	0	0	0	10.9136	0	0	0	0	0	0
ENSRNOG00000031474	0	0	0	0	9.3773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01847	0	0	0	0
ENSRNOG00000059938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042286	0	0	0	0	0	0	29.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.01	0	0	0	0	0
ENSRNOG00000016910	1.03135	0	1.71674	0	1.0287	0	0	0	0	0	0	0	0	0	0	0	0	2.21127	1.0266	0	3.96061	0	1.13519	0	0	0	0	0	0	0	0	0	1.02254
ENSRNOG00000025889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048356	18.6157	0	0	7.71751	52.4197	0	1.63298	14.7793	1.9384	11.5855	8.4227	0	3.15448	0	7.46175	0	34.5582	0	0	4.24535	0	0	7.00447	8.74914	35.6531	0	4.61866	48.9692	49.6071	0	5.41704	6.7702	6.03729
ENSRNOG00000008584	129.01	0	0	0	0	22.01	0	0	36.01	0	0	0	0	1.01	0	0	0	1.01	9.31541	0	0	0	0	4.01	0	0	84.01	0	209.01	1.01	0	0	0
ENSRNOG00000011202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029028	227.124	103.01	406.383	34.01	167.01	28.01	6.01	34.01	118.157	25.01	53.01	35.01	39.01	0	71.01	106.01	189.284	254.01	154.232	49.01	190.01	253.113	92.01	50.01	147.191	303.134	273.018	0	117.102	35.01	40.01	81.0006	73.616
ENSRNOG00000004101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.091	0	0	0	0	0
ENSRNOG00000007766	106.851	236.01	197.01	1.01	112.01	0	73.01	40.01	25.01	0	286.01	12.01	53.01	0	72.01	93.01	82.01	122.01	0	17.01	0	0	62.01	44.01	0	88.01	307.471	0	219.02	36.01	13.01	40.01	24.01
ENSRNOG00000048235	12.2463	0	0	8.72901	0	0	0	24.5664	1.99986	0	5.58679	1.76112	0	0	1.52204	0	4.04632	0	0	0	0	4.32209	0	0	0	1.79949	11.9291	3.4543	0	0	3.11657	0	0
ENSRNOG00000019059	0	121.909	0	0	0	58.8787	0	0	0	0	194.981	0	0	0	0	0	0	109.912	0	0	0	0	78.01	0	117.01	0	0	0	0	0	0	0	0
ENSRNOG00000001730	92.01	68.01	159.01	0	0	35.01	0	54.0452	47.02	12.0189	0	5.01	57.0569	32.01	129.01	277.01	203.107	164.078	177.01	35.0695	21.01	0	0	7.01	111.01	392.01	20.01	774.592	76.01	9.01	112.01	57.3263	68.01
ENSRNOG00000028627	0	0	22.0121	0	169.02	17.01	0	0	16.0118	138.02	0	0	12.01	0	0	0	0	336.033	0	0	0	164.09	0	0	0	209.022	0	0	23.01	39.02	0	0	5.01
ENSRNOG00000022321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.01	0	0	0	0	0	0	0	77.01	0	32.01	0	32.8289	0	0
ENSRNOG00000018356	145.01	0	0	0	0	47.01	0	0	77.01	4.01	0	0	0	111.01	0	0	1.01	0	0	0	27.01	285.01	0	7.01	0	0	0	51.0686	80.01	0	77.01	0	30.01
ENSRNOG00000005417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0
ENSRNOG00000006947	179.01	0	1.01	0	0	33.01	95.01	0	21.01	107.01	180.01	0	3.01	130.01	328.293	164.01	150.01	120.01	168.01	0	0	0	87.01	15.01	124.02	475.02	44.01	0	104.01	0	5.01	38.01	26.01
ENSRNOG00000017911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015749	0	0	0	0	0	10.01	0	65.3158	0	0	0	0	24.01	0	75.01	59.01	0	0	47.2044	22.01	0	0	0	0	0	0	27.01	0	0	0	12.01	0	18.01
ENSRNOG00000026248	0	0	0	0	0	39.01	0	0	3.01	0	143.01	3.6407	0	0	21.01	0	0	0	0	0	0	0	1.01	0	0	0	0	0	120.01	0	0	1.01	0
ENSRNOG00000015366	0	0	0	0	0	0	0	0	0	0	0	0	51.01	0	0	0	0	0	1.01	0	0	0	0	0	0	0	84.01	1266.53	0	0	0	0	0
ENSRNOG00000039415	0	0	0	0	0	0	0	138.01	0	0	0	0	38.01	0	0	0	0	225.522	0	0	2.44369	0	0	37.01	0	0	0	78.5993	1.01	0	0	0	9.01
ENSRNOG00000020619	393.49	102.01	0	53.01	432.574	112.01	168.01	13.01	145.285	262.469	233.01	70.7003	142.242	8.01	413.01	237.01	848.894	0	182.01	49.01	641.989	178.25	100.01	82.01	732.01	71.9247	58.01	442.01	437.201	17.01	75.01	37.6025	149.01
ENSRNOG00000001195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012482	0	0	1.01	47.01	270.02	0	0	0	0	337.02	0	1.01	78.02	0	431.02	0	0	0	23.01	0	0	0	148.02	0	0	333.021	0	6.012	0	0	0	70.02	44.02
ENSRNOG00000019572	184.373	613.01	401.062	46.01	242.01	134.01	214.01	431.245	130.01	122.01	493.58	110.01	79.01	101.546	610.921	161.01	246.431	388.495	385.01	120.01	432.512	619.195	663.839	86.01	793.167	380.001	363.763	325.01	435.01	52.4751	229.01	268.736	350.01
ENSRNOG00000000954	214.01	67.01	15.01	73.01	123.01	11.01	4.01	70.01	59.01	78.01	16.01	46.01	98.01	72.01	173.01	29.01	151.01	173.01	56.01	40.01	34.01	53.01	94.01	31.01	105.251	364.01	97.01	141.01	89.01	2.01	45.01	35.01	24.01
ENSRNOG00000005386	1173.91	217.02	314.863	210.03	776.02	96.01	189.02	331.01	122.01	220.01	92.01	44.01	144.02	1.01	321.371	382.021	1477.99	436.02	779.02	182.01	321.01	573.02	165.01	106.03	166.02	265.157	510.01	919.291	738.294	0	31.01	174.01	75.02
ENSRNOG00000047922	43.9032	19.6559	32.6987	5.01	7.22199	9.71516	31.3713	42.6997	27.7656	5.56235	5.01	5.53925	34.0808	12.4375	76.9496	45.9397	59.0159	8.01	62.8154	38.1168	28.3871	85.2184	45.3305	7.01	75.528	4.01	54.9991	32.0318	30.3508	6.00288	9.2105	12.9817	10.204
ENSRNOG00000001483	157.457	0	0	9.4442	0	84.9752	32.6636	0	0	0	0	0	24.9458	1.01	0	0	0	0	0	0	0	0	0	1.10102	50.3025	0	2.33282	3.45672	0	1.01284	53.1983	0	52.8774
ENSRNOG00000002139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028047	214.01	1.01	232.01	17.01	136.01	0	34.01	0	1.01	79.01	0	20.01	84.01	92.3961	0	136.01	0	0	0	0	0	477.01	0	11.01	268.01	0	0	108.01	91.01	0	0	0	9.01
ENSRNOG00000047526	0	0	0	0	0	0	0	0	0	71.01	0	0	0	0	0	0	71.01	0	0	0	60.01	0	0	0	0	7.01	0	123.01	0	0	0	0	0
ENSRNOG00000008239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045689	0	0	0	0	8.45806	0	0	0	0	0	0	0	0	0	0	0	0	12.8572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043032	0	0	41.6773	0	56.3009	0	0	0	0	0	0	3.0801	0	0	0	0	24.4622	0	15.1698	0	20.3746	0	0	0	0	0	0	0	14.313	3.51	0	0	0
ENSRNOG00000003634	0	3.01	0	0	0	5.31412	0	8.07306	1.01	0	14.9868	0	5.69036	0	2.01	0	1.0187	51.02	2.01494	0	4.01	284.483	2.01322	0	21.3921	3.01	5.65991	17.3059	5.01	0	0	1.03913	0
ENSRNOG00000010402	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.01	0	0	14.01	0	0	0	0	0	0	0
ENSRNOG00000002748	1.01	0	173.01	2.01	32.01	8.01	9.01	0	0	67.01	214.161	0	48.01	0	78.01	34.0586	1.01	0	41.01	0	0	0	0	0	5.01	153.01	65.01	215.242	135.01	12.01	13.01	16.01	35.01
ENSRNOG00000006876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.01	0	0	17.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000025216	130.01	0	0	0	0	0	39.01	0	0	0	104.01	0	144.01	53.01	0	103.01	0	0	39.2273	0	0	0	57.01	0	79.2074	0	61.01	0	47.01	23.01	14.01	28.01	17.01
ENSRNOG00000051569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017765	0	89.01	0	22.01	0	13.01	0	0	0	0	0	1.01147	0	0	0	49.01	9.01	0	0	1.01	0	9.02844	0	0	2.11118	0	176.945	0	0	34.01	0	0	0
ENSRNOG00000016494	0	0	285.266	1.01	173.01	0	0	0	14.01	337.01	446.01	31.01	0	0	0	0	0	0	0	0	0	0	0	0	124.01	0	0	0	102.01	5.01	67.01	0	0
ENSRNOG00000028768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029244	0	0	0	3.02444	5.02517	0	0	9.09576	0	3.09308	2.01	4.01	0	0	26.01	0	0	13.0316	0	1.01	0	0	0	0	0	0	7.07825	0	0	3.01	0	0	0
ENSRNOG00000051711	136.01	0	53.01	32.01	414.358	88.01	150.02	189.01	65.01	71.0471	0	62.01	43.7044	0	174.088	400.419	206.081	84.01	253.02	19.0568	188.01	422.402	133.156	66.01	552.395	172.01	217.01	515.931	450.01	26.01	67.01	175.174	66.01
ENSRNOG00000039725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000025156	0	19.01	0	8.01	118.01	30.01	14.01	50.01	0	26.51	0	13.51	46.51	0	115.01	32.01	32.51	0	210.01	15.01	35.01	117.222	15.51	14.01	88.51	152.437	86.8539	1.01	31.01	15.9779	0	7.51	25.01
ENSRNOG00000032682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3095	0
ENSRNOG00000019041	7.22179	298.01	476.52	2.01	415.593	55.0477	0	180.01	45.01	3.01	276.01	55.01	109.224	0	145.99	0	221.005	501.007	299.527	33.6926	150.01	622.684	194.446	40.9994	281.452	294.159	374.745	1.01	96.001	69.2543	32.9808	66.5311	120.686
ENSRNOG00000008551	852.887	619.71	352.515	312.827	664.779	197.703	94.3519	402.498	379.333	406.349	1154.26	220.829	391.039	171.944	1294.96	452.905	1096.69	1073.45	678.163	171.419	628.689	950.428	583.784	120.694	1443.26	510.993	769.732	297.544	1009.68	148.098	238.056	306.714	262.967
ENSRNOG00000005681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020150	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.01	0	29.01	0	0	0	0
ENSRNOG00000032596	0	1.09069	0	0	1.18913	0	0	0	0	0	0	0	0	0	0	0	21.5263	0	0	0	0	0	0	0	34.1986	0	0	0	0	0	0	0	0
ENSRNOG00000013215	0	0	0	0	0	35.02	0	0	0	0	0	44.01	0	0	0	0	0	0	0	0	195.02	0	0	0	0	0	0	0	0	32.01	0	0	0
ENSRNOG00000059460	0	0	321.013	0	113.01	0	0	252.01	22.01	115.01	100.01	20.01	0	0	0	0	113.01	0	0	0	0	198.01	0	30.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000003189	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0
ENSRNOG00000051159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001331	1.01	135.01	0	78.01	340.01	0	0	0	59.01	76.01	183.01	23.01	66.01	0	351.01	0	0	218.01	1.01	0	0	193.01	0	0	126.01	374.01	178.01	682.01	0	0	3.01	0	70.01
ENSRNOG00000004217	0	29.3743	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	1.10849	0	0	0	0	0	0	0	0	0	0	195.01	110.01	0	0	0	14.01
ENSRNOG00000017589	0	0	13.7199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001139	415.01	0	153.01	0	6.01	29.01	31.01	161.01	0	0	0	24.01	1.01	1.01	0	0	90.01	150.01	144.01	106.01	120.01	0	128.01	45.01	0	0	66.01	0	92.01	50.01	60.01	88.01	50.01
ENSRNOG00000004749	182.01	0	0	0	0	0	0	0	62.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000053814	0	0	0	0	0	0	0	102.01	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	104.01	0	121.02	0	0	0	0	0	0	0	18.02
ENSRNOG00000033161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSRNOG00000056325	139.01	0	180.01	30.01	73.0139	20.01	41.01	273.01	150.01	165.01	340.01	18.01	50.01	89.01	244.316	245.01	236.01	2.01	14.01	19.01	43.01	182.01	0	7.01	23.01	186.01	79.02	0	0	38.01	66.01	73.02	26.01
ENSRNOG00000049959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010350	1.01529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53726	0	0	3.47121	0	0	0	0	0	0	0	0
ENSRNOG00000036913	95.01	123.01	240.01	11.01	169.01	0	0	1.01028	0	221.01	95.01	16.01	95.01	117.01	1.01	34.01	0	285.977	0	0	82.01	564.161	0	25.01	112.01	1.01	570.01	3481.73	106.01	45.01	3.01	0	54.01
ENSRNOG00000038228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006987	0	56.01	0	71.01	157.01	10.01	30.01	0	30.01	0	0	9.01	19.01	0	1.01	154.01	0	0	231.01	0	39.01	189.01	2.01	10.01	138.513	138.01	38.01	164.01	0	48.01	46.01	6.01	0
ENSRNOG00000002342	0	0	0	31.02	176.02	0	76.01	628.803	33.01	0	1.01	19.01	55.01	0	0	0	0	1.01	0	0	491.468	183.01	0	22.01	0	8.01	103.01	117.01	107.108	55.3581	65.02	113.214	87.01
ENSRNOG00000020518	0	0	239.143	0	50.01	8.01	0	0	20.6522	0	0	0	0	0	107.01	0	0	0	0	0	0	0	0	5.01	0	37.01	87.01	0	0	13.01	0	29.01	0
ENSRNOG00000057628	0	0	0	0	0	0	0	0	0	1.01	0	17.01	0	0	0	0	5.01	0	161.01	83.02	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019930	1.01275	0	0	0	0	0	0	0	0	0	0	0	76.6802	0	0	0	0	119.615	10.01	38.01	0	2.03364	0	0	3.04504	0	0	1.01105	4.01	0	0	0	0
ENSRNOG00000039473	4.01	0	27.0705	6.01	9.01	0	3.01	3.01	0	5.01	0	0	1.01	3.01	6.01	31.01	17.01	4.01	12.01	3.01	0	27.01	0	2.01	0	7.01	1.01	6.01	0	4.01	0	0	0
ENSRNOG00000011241	0	0	0	0	0	4.01	0	0	0	0	0	0	75.01	75.02	0	0	0	0	0	0	0	0	0	0	43.01	0	82.02	0	0	30.01	0	0	0
ENSRNOG00000027739	0	0	0	0	0	0	0	0	0	0	0	0	167.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.01	0	0	0	0
ENSRNOG00000055964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015969	0	7.01	49.01	29.01	71.01	46.01	0	157.993	73.01	0	146.01	16.01	55.01	0	0	70.01	98.01	104.01	276.01	0	0	137.01	144.01	10.01	155.01	127.415	93.01	173.01	0	23.01	27.01	0	45.01
ENSRNOG00000004697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047988	447.356	137.607	429.198	106.01	374.004	151.804	47.01	222.761	192.99	157.01	544.717	102.059	341.263	197.806	729.473	217.504	727.037	297.054	287.977	91.01	259.569	409.496	199.764	114.548	606.035	257.143	244.083	116.01	309.671	95.7067	84.1823	76.5362	133.01
ENSRNOG00000046699	462.009	104.01	591.01	171.01	178.968	48.01	36.01	131.01	266.014	46.01	76.01	28.01	125.812	240.01	311.01	258.983	181.381	360.425	748.01	59.01	279.888	154.01	46.01	16.01	0	320.566	195.01	172.235	282.01	49.01	32.01	19.01	19.01
ENSRNOG00000021669	0	0	0	0	58.0383	0	0	8.01	16.01	0	62.01	19.01	0	0	0	0	0	0	98.01	0	0	0	0	0	8.01	0	0	350.885	0	4.01	0	0	0
ENSRNOG00000010833	8.01	0	415.599	0	0	82.01	60.01	169.01	0	0	0	1.01	0	0	141.01	0	1.01	0	0	0	0	0	65.01	0	204.653	2.01	0	243.01	1.01	0	0	0	24.01
ENSRNOG00000023162	79.01	0	0	9.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029304	131.01	1.01	0	0	57.01	0	0	99.01	0	0	0	15.01	0	0	114.01	324.01	125.01	0	0	0	3.01	0	0	40.02	296.561	16.01	97.01	83.01	0	18.01	5.15755	15.01	0
ENSRNOG00000017635	74.01	13.01	180.01	0	0	0	31.01	0	0	0	0	0	13.01	0	0	149.01	20.01	0	0	0	0	122.01	0	28.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000018288	121.01	0	149.01	0	161.01	0	45.01	0	0	0	0	0	128.01	1.01	0	0	6.01	0	0	0	80.01	0	0	0	0	0	0	131.01	3.01	0	0	49.01	25.01
ENSRNOG00000055391	0	0	105.405	0	0	0	4.01	47.01	0	30.2988	0	0	0	0	27.7902	0	0	0	0	0	0	0	0	0	34.8363	0	0	0	0	0	0	6.01	0
ENSRNOG00000012383	273.01	133.01	229.235	86.01	144.01	63.01	48.01	104.01	122.01	147.01	219.587	74.7397	118.178	24.01	475.819	166.01	250.01	327.468	276.665	31.01	101.254	432.041	97.547	61.01	233.641	205.558	176.01	242.01	208.694	59.01	56.8164	94.7942	61.01
ENSRNOG00000008989	0	0	0	0	0	0	0	0	0	168.283	0	21.01	0	0	0	0	0	0	138.01	0	0	0	0	0	1.01	24.0517	0	0	0	0	0	54.01	0
ENSRNOG00000023528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011251	0	0	0	19.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032832	178.626	0	1587.5	0	560.813	0	2.76038	0	446.976	219.613	295.343	221.385	13.7205	0	18.8565	0	0	157.416	5496.81	7.39619	0	0	7.89979	0	280.681	1062.59	2953.27	118.097	188.995	304.366	127.235	3.7971	0
ENSRNOG00000008602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0	2.01	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSRNOG00000055364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88959	0	0	0	0	0	0	0
ENSRNOG00000000549	361.01	0	0	82.01	3.01	27.01	0	97.01	0	0	0	19.01	0	165.01	191.01	0	259.01	188.01	324.01	0	0	0	256.01	48.01	0	407.01	322.01	429.01	0	38.8766	0	0	26.01
ENSRNOG00000046445	0	0	0	0	0	44.01	0	24.01	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0	19.01	0	0	0	0	0	9.01	0	0
ENSRNOG00000023968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.01	0	0	0	0	0	0	22.01	0	0	33.01	0	0	0	0	8.01	0
ENSRNOG00000004059	43.01	0	76.01	18.4055	0	6.01	29.01	54.01	1.01	47.01	15.01	7.01	0	72.9727	50.01	74.01	70.01	1.01	59.01	28.01	0	0	0	6.01	115.279	43.01	63.01	0	96.01	0	24.01	30.01	0
ENSRNOG00000013736	6.97285	4.13049	7.39455	1.01283	4.55346	1.0116	0	5.56954	6.06201	2.68819	9.58375	0	1.05003	2.28871	0	0	7.99462	7.06007	1.71307	1.01097	3.10556	3.66384	4.64143	2.14594	1.34602	5.68809	4.22831	11.5989	4.62126	0	1.28239	0	0
ENSRNOG00000011352	0	4.01	0	0	0	12.01	32.1139	0	6.01	5.01	0	12.01	9.01	0	1.01	0	18.0176	15.01	0	0	0	0	60.01	0	0	0	0	64.01	0	0	12.01	12.01	10.01
ENSRNOG00000054474	0	173.01	0	0	0	8.01	34.01	747.01	2.01	0	211.01	42.01	0	0	0	0	0	0	6.01	5.01	1.01	0	3.01	0	607.01	0	0	0	0	0	0	0	0
ENSRNOG00000046183	0	0	0	0	0	0	0	0	0	0	1.84739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030645	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38312	0	0	0	0	0	0	0	0	0
ENSRNOG00000023493	2.30193	18.3398	71.1845	2.12612	4.58554	1.04224	0	3.44888	0	2.55953	23.2824	1.09381	1.09387	0	0	7.04543	2.13198	6.22627	2.30151	0	12.3545	15.3543	16.1646	1.07859	13.2798	5.38948	15.806	51.4441	3.37453	3.88232	2.39283	2.27332	0
ENSRNOG00000008270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015744	0	0	39.115	0	0	0	0	0	0	0	0	4.01	0	0	17.01	0	0	15.1125	0	0	0	52.01	0	7.01	0	0	0	75.01	11.01	4.01	15.01	0	2.01
ENSRNOG00000052057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
